Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,law_relevant,unep_attributed,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Environmental Courts and Tribunals – 2021,https://orca.cardiff.ac.uk/id/eprint/153475/1/UNEP%20ECT2021%20final.pdf,"Through the enforcement of environmental laws and the settling of environmental disputes, ECTs help countries meet the objectives of the United Nations 2030 ...",https://orca.cardiff.ac.uk › UNEP ECT2021 final,orca_cardiff_ac_uk_Environmental_Courts_and_Tribunals_2021.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,ENVIRONMENTAL EDUCATION,https://www.isdb.org/sites/default/files/media/documents/2021-03/Evnvironmental%20Education%20in%20Arab%20Countries.pdf,"Goals, multilateral environmental agreements, internationally agreed environmental goals and other science-based targets. UNEP'S GEO-6 KEY MESSAGES. ANNEX 3 ...",https://www.isdb.org › files › media › documents,www_isdb_org_ENVIRONMENTAL_EDUCATION.txt,,,,,,,,"[ERROR] Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': 'max completion tokens reached before generating a valid document'}}",,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Education for Sustainable Development Goals: learning ...,https://unesdoc.unesco.org/ark:/48223/pf0000247444,UNICEF Bhutan has partnered with the government to help roll out the green schools initiative and has included a nationwide teacher-training initiative ...,https://unesdoc.unesco.org › ark:,unesdoc_unesco_org_Education_for_Sustainable_Development_Goals_learni.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Sustainable Blue Tourism,https://www.iddri.org/sites/default/files/PDF/Publications/Hors%20catalogue%20Iddri/20190620_BLUE%20TOURISM%20STUDY_EN.pdf,implementing stringent environmental legislation controlling air pollution such as Emissions Control Areas. ... bution to the Marine Protected Areas policy. World ...,https://www.iddri.org › files › PDF › Publications,www_iddri_org_Sustainable_Blue_Tourism.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Lebanon during 2018-2022.","[""No relevant evidence found""]"
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,block-2-environmental-action-plan.pdf,https://www.energean.com/media/5296/block-2-environmental-action-plan.pdf,"“Framework Law on protected Areas” ... Furthermore, the following protected areas have been established in proximity of the study area under the National.",https://www.energean.com › media › block-2-envi...,www_energean_com_block_2_environmental_action_plan_pdf.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,"Environmental, Social and Governance",https://greenfinancelac.org/wp-content/uploads/2020/06/Environmental_Social_Governance.2.pdf,"Our goal is to improve decision-making and external disclosure, eventually transforming the financial system to reward the most sustainable companies. A crucial ...",https://greenfinancelac.org › uploads › 2020/06,greenfinancelac_org_Environmental_Social_and_Governance.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Trade aspects of the EU-Mercosur Association Agreement,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/653650/EXPO_STU(2021)653650_EN.pdf,ABSTRACT. In this study we analyse the provisions of the EU-Mercosur trade agreement (EUMETA) in its form presented by the European Commission.,https://www.europarl.europa.eu › etudes › STUD,www_europarl_europa_eu_Trade_aspects_of_the_EU_Mercosur_Association_Agree.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Combating marine plastic litter and microplast,https://apps1.unep.org/resolutions/uploads/unep_aheg_2018_inf3_full_assessment_en.pdf,"UN Environment, 2017. Combating marine plastic litter and microplastics: An assessment of the effectiveness of relevant international, regional and subregional ...",https://apps1.unep.org › resolutions › uploads › u...,apps1_unep_org_Combating_marine_plastic_litter_and_microplast.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Lebanon in 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing environmental law or governance in Lebanon during 2018-2022.,"[""No relevant evidence found""]"
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,The State of World Fisheries and Aquaculture 2018 (SOFIA),https://openknowledge.fao.org/server/api/core/bitstreams/6fb91ab9-6cb2-4d43-8a34-a680f65e82bd/content,"legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries. FAO as contributing agency, UN ...",https://openknowledge.fao.org › core › content,openknowledge_fao_org_The_State_of_World_Fisheries_and_Aquaculture_2018_.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,The State of World Fisheries and Aquaculture 2018 (SOFIA),https://openknowledge.fao.org/server/api/core/bitstreams/6fb91ab9-6cb2-4d43-8a34-a680f65e82bd/content,"legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries. FAO as contributing agency, UN ...",https://openknowledge.fao.org › core › content,openknowledge_fao_org_The_State_of_World_Fisheries_and_Aquaculture_2018_.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Guidelines on the Shared Environmental Information ...,https://unece.org/sites/default/files/2020-12/2014795E_WEB.pdf,"In collaboration with EEA, the UNECE Working Group on Environmental Monitoring and Assessment agreed in 2007 upon a set of environmental indicators and their ...",https://unece.org › sites › default › files,unece_org_Guidelines_on_the_Shared_Environmental_Information.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Understanding-and-Increasing-Finance-for- ...,http://climatepolicyinitiative.org/wp-content/uploads/2018/12/Understanding-and-Increasing-Finance-for-Climate-Adaptation-in-Developing-Countries-1.pdf,"About CPI. With deep expertise in policy and finance, CPI works to improve the most important energy and land use practices around the world.",http://climatepolicyinitiative.org › 2018/12 › Un...,climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2018-2022.,"[""No relevant evidence found""]"
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,UN Human Rights Council approves universal ...,https://www.spnl.org/un-human-rights-council-approves-universal-right-to-healthy-environment/,"The Society for the Protection of Nature in Lebanon (SPNL) is dedicated to conserving biodiversity, promoting sustainable development, and safeguarding ...",https://www.spnl.org › un-human-rights-council-appro...,www_spnl_org_UN_Human_Rights_Council_approves_universal_.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,MOBILE PASTORALISM AND PROTECTED AREAS,https://www.spnl.org/mobile-pastoralism-and-protected-areas-conflict-collaboration-and-connectivity/,This paper raises some serious questions for reflection by the protected area community vis-à-vis the practice of mobile pastoralism.,https://www.spnl.org › mobile-pastoralism-and-protecte...,www_spnl_org_MOBILE_PASTORALISM_AND_PROTECTED_AREAS.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Environmental and Social Impact Assessment (ESIA) ...,https://www.epa.gov.et/images/licencing/National%20ESIA-IRM%20guideline.pdf,"environmental objectives and targets contained in policy and strategy; and o Approved or statutory plans that protect areas or allocate, zone or regulate the.",https://www.epa.gov.et › images › licencing,www_epa_gov_et_Environmental_and_Social_Impact_Assessment_ESIA_.txt,False,False,0,0,none,none,global,The document is not about Lebanon or the time window 2018-2022. It appears to be a general guideline for Environmental and Social Impact Assessment (ESIA) in Ethiopia.,"There is no explicit link between UNEP and any new policy, legal instrument, regulation, law, or institutional support initiative in Lebanon during 2018-2022.","[""This document is about ESIA guidelines in Ethiopia, not Lebanon.""]"
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,SOER REPORT,https://www.unicef.org/lebanon/media/7161/file/SOER_Report_EN.pdf,"Welcome to the “Lebanon – State of the Environment and Future Outlook: Turning the Crises into. Opportunities” (SOER 2020), prepared by the United Nations ...",https://www.unicef.org › lebanon › media › file,www_unicef_org_SOER_REPORT.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Climate change and displacement,https://www.unhcr.org/what-we-do/build-better-futures/climate-change-and-displacement,"UNHCR is working to protect displaced people and strengthen their resilience to the effects of climate change, while reducing our environmental footprint.",https://www.unhcr.org › ... › Build better futures,www_unhcr_org_Climate_change_and_displacement.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,World Cities Report 2020: The Value of,https://unhabitat.org/sites/default/files/2020/10/wcr_2020_report.pdf,"The World Cities Report 2020 reaffirms that sustainable urbanization remains central to overall sustainable development by creating economic, social and ...",https://unhabitat.org › default › files › 2020/10,unhabitat_org_World_Cities_Report_2020_The_Value_of.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2018-2022.,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,UNDP and UNEP partner to further support Lebanon's ...,https://www.undp.org/arab-states/press-releases/undp-and-unep-partner-further-support-lebanons-environmental-agenda,The partnership between UNDP and UNEP will support Lebanon in mitigating the risks pertaining to environmental challenges.,https://www.undp.org › arab-states › press-releases › und...,www_undp_org_UNDP_and_UNEP_partner_to_further_support_Lebanon_s.txt,False,False,0,0,none,none,global,,,[]
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Legal Aspects of Climate Change Adaptation,https://www.ibanet.org/document?id=Climate-Change-Adaptation-Report-2021,"Article 9.16 is aimed at protecting environmental, health and other regulatory objectives of states. It provides that nothing in the chapter will prevent a ...",https://www.ibanet.org › document,www_ibanet_org_Legal_Aspects_of_Climate_Change_Adaptation.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2018-2022.,"[""No relevant evidence found""]"
Lebanon,2018–2022,1,in partnership with UNEP Lebanon protected areas law established environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Lebanon BUR4 2021.pdf,https://unfccc.int/sites/default/files/resource/Lebanon%20BUR4%202021.pdf,"UNDP is the leading United Nations organization fighting to end the injustice of poverty, inequality, and climate change. Working with our broad network of ...",https://unfccc.int › sites › default › files › resource,unfccc_int_Lebanon_BUR4_2021_pdf.txt,True,False,40,0,climate change legislation and mainstreaming,developed / updated,national,"The document provides information on Lebanon's climate change key legislation and mainstreaming, including the Nationally Determined Contribution (NDC) and the establishment of an NDC committee.",There is no explicit mention of UNEP's support or involvement in the development or implementation of Lebanon's climate change legislation or policies.,"[""Lebanon submitted its first NDC in 2015 and the updated version in 2021."", ""The Ministry of Environment requested to become the coordinator of the NDC committee and received approval from the Council of Ministers (CoM), as per decision 33/2017."", ""The committee is chaired by the MoE and includes nominated representatives from various ministries and institutions.""]"
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Environmental policy in Lebanon,https://en.wikipedia.org/wiki/Environmental_policy_in_Lebanon,"Environmental policy in Lebanon falls within the jurisdiction of the Ministry of Environment (MOE), established in 1992.",https://en.wikipedia.org › wiki › Environmental_policy...,en_wikipedia_org_Environmental_policy_in_Lebanon.txt,False,False,0,0,none,none,unclear,No evidence found,No evidence found,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Environmental Institutions,https://www.wfd.org/sites/default/files/2022-02/WFD_June2020_Wilson_EnvironmentalDemocracy_EnvironmentalInstitutions.pdf,The UNEP report goes on to make clear that “shortcomings in implementing environmental laws” are by no means limited to developing nations. It cites a 2017 ...,https://www.wfd.org › sites › default › files › W...,www_wfd_org_Environmental_Institutions.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.",The document does not explicitly link UNEP to any environmental law or institutional support initiative in Lebanon during 2018-2022.,"[""No relevant evidence found""]"
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,First Global Report,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,“The rule of law means that no one is above the law. This new report on the Environmental. Rule of Law will help us improve compliance with environmental law ...,https://environmentalmigration.iom.int › files › e...,environmentalmigration_iom_int_First_Global_Report.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Lebanon in 2018-2022 about environmental law, institutional support initiatives, or internationally agreed environmental objectives.",The document does not explicitly link UNEP to any environmental law or institutional support initiative in Lebanon during 2018-2022.,"[""The report discusses environmental rule of law globally, but does not specifically mention Lebanon or provide evidence of new policies or institutional support initiatives for environmental law in the country during the specified time period.""]"
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,State of the Environment and Development in ...,https://planbleu.org/wp-content/uploads/2020/11/SoED-Full-Report.pdf,"The SoED has the potential to help initiatives, projects, institutions, and resources in and for our region to work together towards reversing unsustainable ...",https://planbleu.org › 2020/11 › SoED-Full-Report,planbleu_org_State_of_the_Environment_and_Development_in_.txt,False,False,0,0,none,none,unclear,Document not retrieved due to fetch error. No evidence available for evaluation.,Document not retrieved due to fetch error. No evidence available for evaluation.,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Ref,https://www.bpbes.net.br/wp-content/uploads/2019/03/GEO6-SPM_EN.pdf,❖ Part A assesses the state of the global environment in relation to key internationally agreed goals such as the. Sustainable Development Goals. ❖ Part B ...,https://www.bpbes.net.br › GEO6-SPM_EN,www_bpbes_net_br_Ref.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Promoting Sustainable Finance and Climate ...,https://www.unepfi.org/wordpress/wp-content/uploads/2021/01/Sustainable-Arab-Finance-Report-Jan-2021.pdf,"The report investigates the various programs, publications and databases developed by international organizations such as: the United Nations Framework ...",https://www.unepfi.org › uploads › 2021/01 › S...,www_unepfi_org_Promoting_Sustainable_Finance_and_Climate_.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Lebanon during 2018-2022.,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Guidelines on the Shared Environmental Information ...,https://unece.org/sites/default/files/2020-12/2014795E_WEB.pdf,"UNEP has supported a variety of processes concerning SEIS since its inception, collaborating with EEA and UNECE in the development of environmental indicators, ...",https://unece.org › sites › default › files,unece_org_Guidelines_on_the_Shared_Environmental_Information.txt,False,False,0,0,none,none,unclear,No relevant information found,No UNEP link found,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,A Framework for Identifying Binding Instruments of ...,https://www.law.georgetown.edu/environmental-law-review/wp-content/uploads/sites/18/2020/08/GT-GELR200017.pdf,"INTRODUCTION. International law has become increasingly kaleidoscopic.1 There is a growing diversity of actors, subjects, objectives, obligations, dynamics, ...",https://www.law.georgetown.edu › sites › 2020/08,www_law_georgetown_edu_A_Framework_for_Identifying_Binding_Instruments_of.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Understanding-and-Increasing-Finance-for- ...,http://climatepolicyinitiative.org/wp-content/uploads/2018/12/Understanding-and-Increasing-Finance-for-Climate-Adaptation-in-Developing-Countries-1.pdf,"About CPI. With deep expertise in policy and finance, CPI works to improve the most important energy and land use practices around the world.",http://climatepolicyinitiative.org › 2018/12 › Un...,climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,False,False,0,0,none,none,global,"The document does not provide explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2018-2022.","The document does not explicitly link UNEP to any new policy, legal instrument, regulation, law, legal framework, or institutional support initiative in Lebanon during 2018-2022.","[""The document focuses on climate adaptation finance and does not discuss environmental law or institutional support in Lebanon.""]"
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Sustainable Development Goal 6 Synthesis Report on ...,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,"What this report makes clear is that we must tackle weak funding, planning, capacity and governance of water and sanitation services as a top priority. New ...",https://www.unwater.org › uploads › 2018/12,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Shift to sustainable and healthy consumption patterns,https://www.unfoodsystemshub.org/docs/unfoodsystemslibraries/fss-community/action-track-synthesis-reports/at2_synthesis-report-game-changing-and-systemic-solutions---wave-2.pdf,"Achieving these outcomes would unleash enormous social, economic and environmental progress, and help achieve multiple SDGs, the Paris Agreement, the post 2020.",https://www.unfoodsystemshub.org › docs › at2_...,www_unfoodsystemshub_org_Shift_to_sustainable_and_healthy_consumption_patte.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Lebanon during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2018-2022.,"[""No relevant evidence found""]"
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Guidelines on the Protection of the Natural Environment ...,https://www.icrc.org/sites/default/files/document_new/file_list/guidelines_on_the_protection_of_the_natural_environment_in_armed_conflict_advance-copy.pdf,stop violations of international humanitarian law. Rule 27 – National implementation of international humanitarian law rules protecting the natural environment.,https://www.icrc.org › document_new › file_list,www_icrc_org_Guidelines_on_the_Protection_of_the_Natural_Enviro.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation in Lebanon during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2018-2022.,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Education for Sustainable Development Goals: learning ...,https://unesdoc.unesco.org/ark:/48223/pf0000247444,The learner is able to publicly demand and support the development of policies promoting global partnerships for sustainable development. 4. The learner is ...,https://unesdoc.unesco.org › ark:,unesdoc_unesco_org_Education_for_Sustainable_Development_Goals_learni.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,What topics does environmental law regulate?,https://www.facebook.com/groups/709597832746453/posts/902344923471742/,"Environmental law is the collection of laws, regulations, agreements and common law that governs how humans interact with their environment. The purpose of ...",2 comments,www_facebook_com_What_topics_does_environmental_law_regulate_.txt,False,False,0,0,none,none,unclear,"The document does not contain explicit evidence related to environmental law, policies, regulations, or institutional support initiatives for Lebanon in 2018-2022.",There is no mention of UNEP in relation to environmental law or policy support for Lebanon in 2018-2022.,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,MEDITERRANEAN STRATEGY - REMPEC,https://www.rempec.org/en/knowledge-centre/online-catalogue/med-strategy-2022-2031-1.pdf,"Current emerging issues include, but are not limited to, the impact of underwater noise from shipping, the regulation of black and grey wa- ter and marine ...",https://www.rempec.org › online-catalogue › me...,www_rempec_org_MEDITERRANEAN_STRATEGY_REMPEC.txt,False,False,0,0,none,none,unclear,No relevant information found,No UNEP attribution found,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,ENVIRONMENTAL EDUCATION,https://www.isdb.org/sites/default/files/media/documents/2021-03/Evnvironmental%20Education%20in%20Arab%20Countries.pdf,"Goals, multilateral environmental agreements, internationally agreed environmental goals and other science-based targets. UNEP'S GEO-6 KEY MESSAGES. ANNEX 3 ...",https://www.isdb.org › files › media › documents,www_isdb_org_ENVIRONMENTAL_EDUCATION.txt,,,,,,,,"[ERROR] Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\nEnvironmental Education (EE), its history and trends; s Education for Sustainable Development (ESD), its history and evolution; and s Global trends in EE and ESD. II. THE HISTORY OF ENVIRONMENTAL EDUCATION The concept of EE predates the relatively recent notion of ESD. EE was introduced to identify the process through which individuals get to explore environmental issues through learning. EE emerged as a distinct form of education in the 1960s–70s, and it gained 19 ENVIRONMENTAL EDUCATION IN ARAB COUNTRIES signiﬁcant attention globally in the 1970s. This attention had been a result of growing global awareness about environmental issues during the 1960s as documented in most environmental literature. The Stockholm Conference on Environment in 1972 marked a milestone in the development of EE; it highlighted the right to a healthy environment as a human right. The International Environmental Education Programme (IEEP) was established in 1970 to help countries develop EE. The IEEP worked on several initiatives such‚¬ to assist countries develop EE programmes. The International Union for Conservation of Nature (IUCN) in cooperation with other organizations worked on other initiatives to promote EE in order to conserve nature and protect the environment. The World Conservation Strategy (WCS) launched in 1980 aimed to promote EE and conservation. In Agenda 21, which emerged from the Earth Summit in Rio in 201..\n\nSeveral factors justify setting law_relevant = false and both scores to 0:\n1. The document is not specifically about Lebanon. While it mentions Lebanon, it is a general report about environmental education in Arab countries.\n2. There is no explicit evidence of new or strengthened environmental policies, laws, regulations, or legal frameworks specifically for Lebanon during 2018-2022.\n\n{\n  ""law_relevant"": false,\n  ""unep_attributed"": false,\n  ""env_law_score"": 0,\n  ""unep_attribution_score"": 0,\n  ""support_type"": ""none"",\n  ""action_stage"": ""none"",\n  ""evidence_level"": ""global"",\n  ""law_justification"": ""The document does not provide specific evidence of new or strengthened environmental policies, laws, regulations, or legal frameworks for Lebanon during 2018-2022."",\n  ""unep_justification"": ""There is no explicit link between UNEP and environmental law or policy initiatives in Lebanon during 2018-2022."",\n  ""evidence_phrases"": []\n}}'}}",,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,MITIGATING THE ENVIRONMENTAL IMPACTS OF ...,https://www.mineactionreview.org/assets/downloads/MITIGATING_THE_ENVIRONMENTAL_IMPACT_OF_EXPLOSIVE_ORDNANCE_AND_LAND_RELEASE.pdf,"This Policy Brief builds on existing knowledge and research, and aims to outline the key environmental impacts of explosive ordnance contamination and land ...",https://www.mineactionreview.org › downloads,www_mineactionreview_org_MITIGATING_THE_ENVIRONMENTAL_IMPACTS_OF_.txt,False,False,0,0,none,none,unclear,,,[]
Lebanon,2018–2022,2,in collaboration with UNEP Lebanon environmental assessment regulation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,"Environmental, Social and Governance",https://greenfinancelac.org/wp-content/uploads/2020/06/Environmental_Social_Governance.2.pdf,"Our goal is to improve decision-making and external disclosure, eventually transforming the financial system to reward the most sustainable companies. A crucial ...",https://greenfinancelac.org › uploads › 2020/06,greenfinancelac_org_Environmental_Social_and_Governance.txt,False,False,0,0,none,none,unclear,,,[]
