Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,digital_relevant,unep_attributed,digital_practice_score,unep_attribution_score,improvement_type,action_stage,actor_type,evidence_level,digital_justification,unep_justification,evidence_phrases
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,2. Solutions to address AI's anticipated negative impacts,https://www.pewresearch.org/internet/2018/12/10/solutions-to-address-ais-anticipated-negative-impacts/,Among them: 1) improving collaboration across borders and stakeholder groups; 2) developing policies to assure that development of AI will be directed at ...,https://www.pewresearch.org › internet › 2018/12/10,www_pewresearch_org_2_Solutions_to_address_AI_s_anticipated_negative_i.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022. It is a general report on AI and its potential impacts, and does not discuss specific data management or sustainable AI practices in Kenya.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,how can AI contribute to health in resource-poor settings?,https://gh.bmj.com/content/3/4/e000798,We provide a general overview of AI and how it can be used to improve health outcomes in resource-poor settings.,https://gh.bmj.com › content,gh_bmj_com_how_can_AI_contribute_to_health_in_resource_poor_s.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022, nor does it discuss improvements in data management, environmental data systems, or sustainable AI practices.",There is no explicit link to UNEP or UNEP-supported work in the provided document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,The ethics of artificial intelligence: Issues and initiatives,https://www.europarl.europa.eu/RegData/etudes/STUD/2020/634452/EPRS_STU(2020)634452_EN.pdf,This study deals with the ethical implications and moral questions that arise from the development and implementation of artificial intelligence (AI) ...,https://www.europarl.europa.eu › etudes › STUD,www_europarl_europa_eu_The_ethics_of_artificial_intelligence_Issues_and_i.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Strategic-Foresight-to-Applications-of-Artificial-Intelligence- ...,https://ingmarweber.de/wp-content/uploads/2020/09/Strategic-Foresight-to-Applications-of-Artificial-Intelligence-to-Achieve-Water-related-Sustainable-Development-Goals.pdf,This report uses strategic foresight to study applications of Artificial Intelligence (AI) to achieve water-related Sustainable Development Goals (SDGs). The ...,https://ingmarweber.de › uploads › 2020/09 › Stra...,ingmarweber_de_Strategic_Foresight_to_Applications_of_Artificial_.txt,False,False,0,0,none,none,unclear,global,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Kenya during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,"AI, digital identities, biometrics, blockchain: A primer on the ...",https://www.gmfus.org/sites/default/files/Bither%2520%2520Ziebarth%2520%25202020%2520-%2520technology%2520in%2520migration%2520management%2520primer%25202.pdf,"The development and use of algorithms is fundamental to all aspects of computer science: artificial intelligence, databases, graphics, networking, operating ...",https://www.gmfus.org › sites › default › files,www_gmfus_org_AI_digital_identities_biometrics_blockchain_A_prim.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022, nor does it discuss environmental data management, sustainable AI practices, or capacity and skills development in these areas.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Potential of the fourth industrial revolution in Africa,https://www.technopolis-group.com/wp-content/uploads/2020/02/Potential-of-the-fourth-industrial-revolution-in-Africa.pdf,"This significant new report – Unlocking the. Potential of the Fourth Industrial Revolution in Africa – produced by the African Development Bank, with support.",https://www.technopolis-group.com › 2020/02,www_technopolis-group_com_Potential_of_the_fourth_industrial_revolution_in_A.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022. It discusses the potential of the Fourth Industrial Revolution (4IR) in Africa, but does not provide specific information on digital/data management/sustainable AI practices, capacity/skills development, or measured improvements in these areas for Kenya.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya (in 2018-2022).",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Exploring space technologies for sustainable development,https://unctad.org/system/files/official-document/dtlstict2021d1_en.pdf,capacities and appropriate skills in machine learning and artificial intelligence. There is also an absence of a critical number of personnel with the ...,https://unctad.org › files › official-document,unctad_org_Exploring_space_technologies_for_sustainable_devel.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022, nor does it discuss improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, capacity or skills development in data management or AI, or measured uptake or institutional improvement in these areas.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome mentioned.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Artificial Intelligence Index Report 2021,https://wp.oecd.ai/app/uploads/2021/03/2021-AI-Index-Report.pdf,"The AI Index Report tracks, collates, distills, and visualizes data related to artificial intelligence. Its mission is to provide unbiased, rigorously vetted, ...",https://wp.oecd.ai › app › uploads › 2021/03 › 20...,wp_oecd_ai_Artificial_Intelligence_Index_Report_2021.txt,False,False,0,0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for assessment.,Document not retrieved due to fetch error. No evidence available for assessment.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Road map for research on responsible artificial intelligence for ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC8672141/,This paper proposes questions that can be used to form a road map to inform research and development in this area.,https://pmc.ncbi.nlm.nih.gov › articles › PMC8672141,pmc_ncbi_nlm_nih_gov_Road_map_for_research_on_responsible_artificial_in.txt,False,False,0,0,none,none,unclear,unclear,The document does not contain any relevant information about Kenya or digital/data management/sustainable AI practices.,The document does not mention UNEP or any related work.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Strategic-Foresight-to-Applications-of-Artificial-Intelligence- ...,https://ingmarweber.de/wp-content/uploads/2020/09/Strategic-Foresight-to-Applications-of-Artificial-Intelligence-to-Achieve-Water-related-Sustainable-Development-Goals.pdf,This report uses strategic foresight to study applications of Artificial Intelligence (AI) to achieve water-related Sustainable Development Goals (SDGs). The ...,https://ingmarweber.de › uploads › 2020/09 › Stra...,ingmarweber_de_Strategic_Foresight_to_Applications_of_Artificial_.txt,False,False,0,0,none,none,unclear,global,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Kenya during 2018-2022.,"The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 evidence in Kenya during 2018-2022.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,AI Governance Day - From Principles to Implementation,https://s41721.pcdn.co/wp-content/uploads/2021/06/2401225_AI_Governance_Day_2024_Report-E.pdf,"With a focus on fostering collaboration among prominent stakeholders, AI Governance Day provided a platform for government ministers, regulators, industry ...",https://s41721.pcdn.co › uploads › 2021/06 › 24...,s41721_pcdn_co_AI_Governance_Day_From_Principles_to_Implementatio.txt,False,False,0,0,none,none,none,none,"The document is not related to Kenya or the time window 2018-2022. It appears to be a report on AI Governance Day, which took place in 2024, and discusses global AI governance efforts, but does not provide specific information on Kenya or improvements in data management and environmentally sustainable AI practices.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,National Strategy for Artificial Intelligence Bangladesh,https://file-rangpur.portal.gov.bd/files/pbs2.dinajpur.gov.bd/files/1885c0a0_28a4_4fcc_8d4d_dcd7ce23fd8b/7b684f19a15dfcd0f542382764572486.pdf,"Six strategic pillars of AI, Bangladesh consists of i) research and development, ii) skilling and reskilling of AI workforce, iii) data and digital ...",https://file-rangpur.portal.gov.bd › files › files,file-rangpur_portal_gov_bd_National_Strategy_for_Artificial_Intelligence_Bang.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Business and Human Rights in the Digital Environment,https://www.gp-digital.org/wp-content/uploads/2020/02/BHR-in-the-Digital-Environment_.pdf,The intelligence community is using artificial intelligence (AI) to help manage the exponential increase of data it are collecting. Computer analytics are ...,https://www.gp-digital.org › uploads › 2020/02,www_gp-digital_org_Business_and_Human_Rights_in_the_Digital_Environme.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022. It primarily discusses business and human rights in the digital environment, focusing on international human rights law, the application of international human rights law to businesses, and the UN Guiding Principles on Business and Human Rights. There is no mention of environmental data management, sustainable AI practices, or capacity and skills development in these areas.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya (in 2018-2022).",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Digitalization to achieve sustainable development goals,https://www.sciencedirect.com/science/article/pii/S0048969721036111,Digitalization provides access to an integrated network of unexploited big data with potential benefits for society and the environment.,https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_Digitalization_to_achieve_sustainable_development_.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about Kenya, digital transformation, environmental data management, sustainable AI, or capacity development.",The document does not mention UNEP or any related work.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,MITIGATING CLIMATE CHANGE: African leaders urged to ...,https://www.facebook.com/JoyNewsOnTV/posts/mitigating-climate-change-african-leaders-urged-to-leverage-on-digital-technolog/3087230801348805/,"Now delivering the welcome address, the environment minister urged the African Union to leverage on digitization to enhance the food supply system on the ...",20+ reactions,www_facebook_com_MITIGATING_CLIMATE_CHANGE_African_leaders_urged_to.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any improvements in data management or sustainable AI practices in Kenya during 2018-2022.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,INTERNATIONAL GUIDELINES FOR INDUSTRIAL PARKS,https://www.unido.org/sites/default/files/files/2019-11/International_Guidelines_for_Industrial_Parks.pdf,"By utilising cyber-physical system, big data and AI technology, smart industrial park solutions integrate the internal and external resources in the park; ...",https://www.unido.org › default › files › files › I...,www_unido_org_INTERNATIONAL_GUIDELINES_FOR_INDUSTRIAL_PARKS.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Kenya during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 outcomes in Kenya during 2018-2022.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Artificial Intelligence in the Public Sector - World Bank Document,https://documents1.worldbank.org/curated/en/809611616042736565/pdf/Artificial-Intelligence-in-the-Public-Sector-Maximizing-Opportunities-Managing-Risks.pdf,"Artificial Intelligence in the Public Sector |. Maximizing Opportunities, Managing Risks. EFI Insight-Governance. Washington, DC: World Bank. Translations—If ...",https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_Artificial_Intelligence_in_the_Public_Sector_World.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022. It discusses AI in the public sector, but not specifically in Kenya, and does not provide measured improvements in data management or environmentally sustainable AI practices.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,China's Smart Cities Development,https://www.uscc.gov/sites/default/files/China_Smart_Cities_Development.pdf,"China has become a global leader in smart cities initiatives, combining embedded sensors, metering devices, cameras, and other monitoring technologies with big ...",https://www.uscc.gov › sites › default › files › C...,www_uscc_gov_China_s_Smart_Cities_Development.txt,False,False,0,0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for analysis.,Document not retrieved due to fetch error. No evidence available for analysis.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Rethinking the role of Technical and Vocational Education ...,https://knowledgehub.adeanet.org/files/documents/ADEA2020D004E.pdf,"... skills related to technical (IT knowledge and abilities, data and information processing, etc) and personal (social skills, adaptability to change, etc) as ...",https://knowledgehub.adeanet.org › documents,knowledgehub_adeanet_org_Rethinking_the_role_of_Technical_and_Vocational_Ed.txt,False,False,0,0,none,none,unclear,unclear,"Document could not be retrieved, no evidence available.","Document could not be retrieved, no evidence available.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,PREPARING FOR FUTURE AKIS IN EUROPE,https://scar-europe.org/images/AKIS/Documents/report-preparing-for-future-akis-in-europe_en.pdf,"The conclusions of the discussions provide food for thought for all involved in the future role of Member States' and regions' AKISs in Europe. 2nd Edition, 10 ...",https://scar-europe.org › AKIS › Documents › re...,scar-europe_org_PREPARING_FOR_FUTURE_AKIS_IN_EUROPE.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found in the document.,No UNEP attribution found in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Climate Change AI Workshop Papers,https://www.climatechange.ai/papers,"Climate Change AI Workshop Papers. On this page, we show accepted works from all our workshops on ""Tackling Climate Change with Machine Learning."" Venue.",https://www.climatechange.ai › papers,www_climatechange_ai_Climate_Change_AI_Workshop_Papers.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Kenya during 2018-2022.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,2022 CATALOGUE OF SERVICES,https://unhabitat.org/sites/default/files/2022/06/un-habitat_2022_catalogue_of_services_digital-compressed.pdf,E-learning platform and capacity building package for participatory slum upgrading ... of data and capacity gaps for data management on multiple levels ...,https://unhabitat.org › default › files › 2022/06,unhabitat_org_2022_CATALOGUE_OF_SERVICES.txt,False,False,0,0,none,none,UN or international organization,institutional,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Kenya during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 outcomes.","[""The document does not contain relevant phrases related to digital/data management/sustainable AI practices or UNEP attribution.""]"
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,SOUTH-SOUTH COOPERATION IN A DIGITAL WORLD,https://www.unsouthsouth.org/wp-content/uploads/2021/05/Final-Report.pdf,Digital knowledge and information become new production factors and important strategic resources for promoting development; the platform economy becomes a new ...,https://www.unsouthsouth.org › Final-Report,www_unsouthsouth_org_SOUTH_SOUTH_COOPERATION_IN_A_DIGITAL_WORLD.txt,False,False,0,0,none,none,unclear,unclear,"Document could not be retrieved, no evidence available.","Document could not be retrieved, no evidence available.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Rethinking the role of Technical and Vocational Education ...,https://knowledgehub.adeanet.org/files/documents/ADEA2020D004E.pdf,"... skills related to technical (IT knowledge and abilities, data and information processing, etc) and personal (social skills, adaptability to change, etc) as ...",https://knowledgehub.adeanet.org › documents,knowledgehub_adeanet_org_Rethinking_the_role_of_Technical_and_Vocational_Ed.txt,False,False,0,0,none,none,unclear,unclear,"Document could not be retrieved, no evidence available.","Document could not be retrieved, no evidence available.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Samsung Electronics Sustainability Report 2019,https://images.samsung.com/is/content/samsung/assets/global/ir/docs/sustainability_report_2019_en_new.pdf,Our environmental activities have included countermeasures against climate change—including reducing our greenhouse gas emissions and expanding the use of ...,https://images.samsung.com › assets › global › docs,images_samsung_com_Samsung_Electronics_Sustainability_Report_2019.txt,False,False,0,0,none,none,private-sector institution,global,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022, nor does it discuss improvements in data management, environmentally sustainable AI practices, or capacity/skills development in these areas.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,SOUTH-SOUTH COOPERATION IN A DIGITAL WORLD,https://www.unsouthsouth.org/wp-content/uploads/2021/05/Final-Report.pdf,Digital knowledge and information become new production factors and important strategic resources for promoting development; the platform economy becomes a new ...,https://www.unsouthsouth.org › Final-Report,www_unsouthsouth_org_SOUTH_SOUTH_COOPERATION_IN_A_DIGITAL_WORLD.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,(PDF) Artificial Intelligence and Education. Guidance for ...,https://www.researchgate.net/publication/362297199_Artificial_Intelligence_and_Education_Guidance_for_Policy-makers,LEVERAGE AI TO BOOST AND UPGRADE EDUCATION. MANAGEMENT AND DELIVERY. Explore how AI technologies can improve educational. management information systems ...,https://www.researchgate.net › ... › Artificial Intelligence,www_researchgate_net__PDF_Artificial_Intelligence_and_Education_Guidanc.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022. The document appears to be a general guidance for policy-makers on Artificial Intelligence and Education, and does not specifically address environmental data management or sustainable AI practices.",There is no explicit link to UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,"Enhanced Access to Publicly Funded Data for Science, ...",https://www.oecd.org/content/dam/oecd/en/publications/reports/2020/04/enhanced-access-to-publicly-funded-data-for-science-technology-and-innovation_8156548e/947717bc-en.pdf,"The development of artificial intelligence (AI) will increasingly enable algorithms to detect patterns by themselves, but requires well-tended data to be ...",https://www.oecd.org › oecd › reports › 2020/04,www_oecd_org_Enhanced_Access_to_Publicly_Funded_Data_for_Scienc.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018–2022. It primarily focuses on general aspects of data access and sharing for science, technology, and innovation, without specific references to Kenya or UNEP-supported work.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya (in 2018–2022).",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,The Role of Indian Data for European AI,https://www.bertelsmann-stiftung.de/fileadmin/files/user_upload/The_Role_of_Indian_Data_for_European_AI.pdf,The study “The Role of Indian Data for European. AI” investigates the potential benefits of a closer collaboration on data exchange between India.,https://www.bertelsmann-stiftung.de › user_upload,www_bertelsmann-stiftung_de_The_Role_of_Indian_Data_for_European_AI.txt,False,False,0,0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for assessment.,Document not retrieved due to fetch error. No evidence available for assessment.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Vodafone Sustainability Framework - Investors,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/debt-investor/vodafone-sustainability-framework.pdf,"– Remote and data management applications, machine learning, data analytics and artificial intelligence ('AI') applications to reduce power consumption and ...",https://investors.vodafone.com › debt-investor › v...,investors_vodafone_com_Vodafone_Sustainability_Framework_Investors.txt,False,False,0,0,none,none,unclear,unclear,"The document is about Vodafone's Sustainable Finance Framework and does not contain explicit evidence related to improved data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,The skills of the future (Part 7) __New champions of AI ...,https://www.facebook.com/strivemasiyiwa/posts/the-skills-of-the-future-part-7__new-champions-of-ai-emerge-in-africaa-few-weeks/2904362606304882/,"#SeniorClass: Please help the others understand what an algorithm is and does, and how high quality data-labelling is critical for AI's machine learning and ...",572.3K+ reactions,www_facebook_com_The_skills_of_the_future_Part_7_New_champions_of_A.txt,True,False,40,0,AI practice / capacity development,developed / implemented,private-sector institution,national,"The document discusses the development of AI practices and capacity development in Kenya through Samasource, a company that trains and employs people in data labelling for AI. While it doesn't explicitly mention environmental data management or sustainable AI practices, it does highlight the growth of AI-related jobs and skills development in Kenya.",There is no explicit link to UNEP or UNEP-supported work in the document.,"[""Samasource focuses on training and employing thousands of people (digital labelling experts) to study video footage and images, carefully labelling frame by frame all they see"", ""2,800+ jobs have been created in Nairobi alone, by just one company"", ""The market for third-party data labelling solutions was $150m in 2018, growing to more than $1bn by 2023""]"
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Global Industrial and Technological Trends in the Blue ...,https://www.competecaribbean.org/wp-content/uploads/2020/10/Caribbean-Blue-Economy-Prospective-Study-26Jun20-1.pdf,○ Machine Learning for Management & Climate Change Mitigation: AI for Earth has partnered with. Columbia University and Queens College to support the ...,https://www.competecaribbean.org › 2020/10,www_competecaribbean_org_Global_Industrial_and_Technological_Trends_in_the_.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2018-2022, nor does it discuss digital transformation, environmental data management, sustainable AI practices, or capacity and skills development in these areas.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,USAID Digital Strategy 2020-2024,https://www.ictworks.org/wp-content/uploads/2020/04/USAID_Digital_Strategy.pdf,"The USAID Digital Strategy is a development policy document focused on the promotion of secure, open, and inclusive country-level digital ecosystems and the ...",https://www.ictworks.org › uploads › 2020/04,www_ictworks_org_USAID_Digital_Strategy_2020_2024.txt,False,False,0,0,none,none,unclear,unclear,"Document could not be retrieved, no evidence available.","Document could not be retrieved, no evidence available.",[]
Kenya,2018–2022,2,in partnership with UNEP Kenya AI for environment upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,AI & THE SUSTAINABLE DEVELOPMENT GOALS,https://www.sustainability.com/globalassets/sustainability.com/thinking/pdfs/2030vision-stateofplay.pdf,"The various forms of AI – machine learning, natural language processing, predictive analytics, and more – can bring great efficiencies, speed, and.",https://www.sustainability.com › thinking › pdfs,www_sustainability_com_AI_THE_SUSTAINABLE_DEVELOPMENT_GOALS.txt,False,False,0,0,none,none,unclear,global,"The document does not contain explicit evidence of measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2018-2022.",[]
