Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,finance_relevant,unep_attributed,attributable_relevant_doc,sd,finance_policy_score,unep_attribution_score,instrument_type,action_stage,actor_type,evidence_level,finance_justification,unep_justification,evidence_phrases
Brazil,2022-2026,https://link.springer.com/article/10.1057/s42214-025-00213-x,2022,2026,2024,From the editors: Global sustainability reporting standards and ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,link_springer_com_From_the_editors_Global_sustainability_reporting_s.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://oceanpanel.org/wp-content/uploads/2023/06/Ocean_Panel_Blue_Carbon_Handbook-1.pdf,2022,2026,2024,THE BLUE CARBON HANDBOOK,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards and policy instruments that accelerate the shift towards SCP, circularity, or green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://onlinelibrary.wiley.com/doi/full/10.1002/bse.70274,2022,2026,2024,Sustainable Development Policy Interventions ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,onlinelibrary_wiley_com_Sustainable_Development_Policy_Interventions_.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policy instruments or standards for Brazil in 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard mentioned in the document.,[]
Brazil,2022-2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC9838531/,2022,2026,2024,Opportunities and constraints for cleaner production policy in ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,pmc_ncbi_nlm_nih_gov_Opportunities_and_constraints_for_cleaner_producti.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://public.unpri.org/brazil-policy/a-roadmap-for-sustainable-finance-policy-development-in-brazil/13537.article,2022,2026,2024,A roadmap for sustainable finance policy development in Brazil,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,public_unpri_org_A_roadmap_for_sustainable_finance_policy_developme.txt,True,False,False,,40,0,sustainable finance standard,developed,government,national,"The document mentions a roadmap for sustainable finance policy development in Brazil, indicating some level of policy development for sustainable finance.",There is no explicit mention of UNEP supporting or being involved in the development of the sustainable finance policy roadmap in Brazil.,"[""A roadmap for sustainable finance policy development in Brazil"", ""Promoting investment in Brazil’s socio-economic transformation""]"
Brazil,2022-2026,https://scholarship.law.columbia.edu/cgi/viewcontent.cgi?article=1050&context=sustainable_investment,2022,2026,2024,Taking the Lead on Climate Action and Sustainable ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,scholarship_law_columbia_edu_Taking_the_Lead_on_Climate_Action_and_Sustainable_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found due to document fetch error.,No UNEP attribution possible due to document fetch error.,[]
Brazil,2022-2026,https://sustainabilitydigitalage.org/featured/codes-action-plan-for-a-sustainable-planet-in-the-digital-age/,2022,2026,2024,CODES Action Plan for a Sustainable Planet in the Digital Age,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,sustainabilitydigitalage_org_CODES_Action_Plan_for_a_Sustainable_Planet_in_the_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Brazil,2022-2026,https://thedocs.worldbank.org/en/doc/8dccee9af27ee9024d6b13251016de8b-0050062025/original/Radhika-Khosla-Climate-adaptation-cooling.pdf,2022,2026,2024,The Role of Cooling Standards in Climate Adaptation to ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,thedocs_worldbank_org_The_Role_of_Cooling_Standards_in_Climate_Adaptatio.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://um.dk/media/yxydv3z5/rev-strategic-framework-for-the-tropical-forests-initiative-for-climate-and-sustainable-development.pdf,2022,2026,2024,Strategic Framework - Tropical Forests Initiative for Climate ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,um_dk_Strategic_Framework_Tropical_Forests_Initiative_fo.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, or sustainable finance instruments in Brazil during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the policy instruments or standards mentioned in the document.,[]
Brazil,2022-2026,https://unctad.org/system/files/official-document/diae2022d3_en.pdf,2022,2026,2024,Tackling the Sustainability Reporting Challenge,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unctad_org_Tackling_the_Sustainability_Reporting_Challenge.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards/policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000393636,2022,2026,2024,Brazil: UNESCO country strategy 2025-2027,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_Brazil_UNESCO_country_strategy_2025_2027.txt,False,False,False,,0,0,none,none,none,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Brazil for the period 2022-2026.","The document does not mention UNEP or any UNEP-supported work related to policy instruments or standards for SCP, circularity, or green economy approaches in Brazil.",[]
Brazil,2022-2026,https://unfccc.int/sites/default/files/2024-11/Brazil_Second%20Nationally%20Determined%20Contribution%20%28NDC%29_November2024.pdf,2022,2026,2024,Brazil's Nationally Determined Contribution (NDC),UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unfccc_int_Brazil_s_Nationally_Determined_Contribution_NDC_.txt,True,False,False,,80,0,green economy policy / sustainable public procurement / climate finance,adopted / implemented / launched,government,national,"The document provides detailed information on Brazil's Nationally Determined Contribution (NDC) and its plans for ecological transformation, including policies and actions related to sustainable development, climate change mitigation and adaptation, and green finance. The country has established a Pact for Ecological Transformation, which includes commitments to reduce greenhouse gas emissions, promote sustainable economic development, and improve social and environmental justice. Brazil has also launched several initiatives to support green finance, such as the Sustainable Sovereign Bond Framework, the Climate Fund, and the Eco Invest Brasil Program.",There is no explicit mention of UNEP or UNEP-supported work in the document.,"[""Brazil’s NDC sets out the country’s vision for 2035, which includes a low-carbon future for its society, economy, and ecosystems."", ""The Pact for Ecological Transformation between the three branches of the Brazilian State was established by Decree 12.223, of October 14, 2024."", ""The Brazilian government has created an executive secretariat dedicated to the SDGs within the General Secretariat of the Presidency of the Republic."", ""Brazil launched a US$ 2 billion sustainable sovereign bond issuance in November 2023 and again in June 2024."", ""The Climate Fund was reformulated in 2023 to expand new lines of financing aimed at accelerating renewable energy, promoting sustainable urban mobility, and encouraging energy efficiency in strategic sectors.""]"
Brazil,2022-2026,https://www-pub.iaea.org/MTCD/publications/PDF/p15294-PUB2089_web.pdf,2022,2026,2024,Policies and Strategies for the Management of NORM ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www-pub_iaea_org_Policies_and_Strategies_for_the_Management_of_NORM.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found in the document.,No UNEP attribution found in the document.,[]
Brazil,2022-2026,https://www.b3.com.br/data/files/42/32/49/C6/6A344810A58E3348AC094EA8/Guia_B3_Sustaintabillity_ESG_VF.pdf,2022,2026,2024,Sustainability and ESG Management at Companies,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_b3_com_br_Sustainability_and_ESG_Management_at_Companies.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards/policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.climatebonds.net/files/documents/publications/Brazil_Sustainable_Debt_H1_2025_02A.pdf,2022,2026,2024,Brazil Sustainable Debt State of the Market Report H1 2025,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_climatebonds_net_Brazil_Sustainable_Debt_State_of_the_Market_Report.txt,True,False,False,,81,0,Green bond / Sustainability bond / Sustainability-linked bond,issued / implemented,government / non-financial corporate / financial corporate,national,"The document provides detailed information on Brazil's sustainable debt market, including green, social, and sustainability-linked bonds. It highlights various financial instruments and policies supporting sustainable development in Brazil.",There is no explicit mention of UNEP or UNEP-supported work in the provided document.,"[""Brazil Sustainable Debt State of the Market Report H1 2025"", ""Climate Bonds Initiative"", ""Green bonds"", ""Sustainability-linked bonds"", ""Social bonds"", ""Sustainable finance""]"
Brazil,2022-2026,https://www.ebrd.com/content/dam/ebrd_dxp/assets/pdfs/green/Unlocking%20Private%20Finance%20for%20Nature%20as%20Infrastructure.pdf,2022,2026,2024,Unlocking Private Finance for Nature as Infrastructure,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_ebrd_com_Unlocking_Private_Finance_for_Nature_as_Infrastruc.txt,False,False,False,,0,0,none,none,unclear,unclear,"No evidence found related to sustainable consumption and production, circular economy, or green economy policies or standards in Brazil from 2022-2026.",No explicit link to UNEP or UNEP-supported work found.,[]
Brazil,2022-2026,https://www.elibrary.imf.org/view/journals/061/2022/006/article-A001-en.xml,2022,2026,2024,How to Make the Management of Public Finances Climate ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_elibrary_imf_org_How_to_Make_the_Management_of_Public_Finances_Clim.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error,No evidence found due to document fetch error,[]
Brazil,2022-2026,https://www.facebook.com/piraeusbank/posts/the-letter-for-december-21st-2022-is-u-for-unep-fiunited-nations-environment-pro/1140330506627027/,2022,2026,2024,"The letter for December 21st 2022, is “U” for UNEP FI. ...",UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_facebook_com_The_letter_for_December_21st_2022_is_U_for_UNEP_FI.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Brazil or specific policy instruments and/or standards for SCP, circularity, or green economy approaches adopted or taken action by a government or public/private institution in Brazil during 2022-2026.","The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, developing, adopting, revising, implementing, or taking action on any SP6.1 evidence.",[]
Brazil,2022-2026,https://www.financeforbiodiversity.org/wp-content/uploads/FfB_Aligning-financial-Flows-with-the-Global-Biodiversity-Framework_April2024.pdf,2022,2026,2024,Aligning Financial Flows with the Global ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_financeforbiodiversity_org_Aligning_Financial_Flows_with_the_Global_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found about Brazil or 2022-2026.,No explicit link to UNEP or UNEP-supported work found.,[]
Brazil,2022-2026,https://www.financeministersforclimate.org/node/1293,2022,2026,2024,Brazil's Ecological Transformation Plan: A Green Transition ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_financeministersforclimate_org_Brazil_s_Ecological_Transformation_Plan_A_Green_Tr.txt,True,True,True,72.0,90,80,Green economy policy,developed,government,national,"The document describes Brazil's Ecological Transformation Plan (ETP), which includes a comprehensive strategy for sustainable finance, technological modernization, bioeconomy and agro-food systems, energy transition, circular economy, and green infrastructure and adaptation. The plan aims to decarbonize the economy, improve productivity, and reduce regional and social inequalities.",The document mentions that UNEP's Partnership for Action on Green Economy conducted a study using an input-output model to estimate the impacts of the ETP. This indicates that UNEP was involved in supporting the development of the plan.,"[""Brazil’s Ecological Transformation Plan (ETP) outlines a strategy to align climate objectives with social and economic development, aiming to support the country’s transition toward a low-carbon economy."", ""The ETP is organized around six strategic pillars, each with a specific policy agenda: Sustainable finance, Technological modernization, Bioeconomy and agro-food systems, Energy transition, Circular economy, and Green infrastructure and adaptation."", ""Two studies — one conducted with the World Bank using a dynamic stochastic model and another led by UNEP’s Partnership for Action on Green Economy using an input-output model — estimate that full implementation of the ETP could: Increase Brazil’s potential GDP by up to 1 percentage point by 2050, Create 2.3 million new jobs, Boost per capita income and investment, Reduce inequality, All while meeting the net-zero emissions target.""]"
Brazil,2022-2026,https://www.financeministersforclimate.org/sites/default/files/inline-files/Synthesis%20Strengthening%20the%20Role%20of%20Ministries%20of%20Finance.pdf,2022,2026,2024,Strengthening the Role of Ministries of Finance in Driving ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_financeministersforclimate_org_Strengthening_the_Role_of_Ministries_of_Finance_in.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or SCP/circularity/green economy standards or policy instruments for Brazil in 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards for Brazil in 2022-2026.",[]
Brazil,2022-2026,https://www.fsb.org/uploads/P121124.pdf,2022,2026,2024,2024 Progress Report on Climate Related Disclosures,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_fsb_org_2024_Progress_Report_on_Climate_Related_Disclosure.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the policy instrument, standard, or action in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.gov.br/abc/pt-br/centrais-de-conteudo/publicacoes/documentos/united-nations-sustainable-development-cooperation-framework-202320132027.pdf,2022,2026,2024,united-nations-sustainable-development-cooperation ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_gov_br_united_nations_sustainable_development_cooperation.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, or related policy instruments and standards for Brazil in 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the policy instruments or standards mentioned in the document.,"[""No relevant phrases found""]"
Brazil,2022-2026,https://www.gov.br/fazenda/pt-br/orgaos/spe/taxonomia-sustentavel-brasileira/arquivos-taxonomia/sustainable-taxonomy-of-brazil-december-v2.pdf,2022,2026,2024,Sustainable Taxonomy of Brazil - Portal Gov.br,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_gov_br_Sustainable_Taxonomy_of_Brazil_Portal_Gov_br.txt,True,False,False,,80,0,SCP policy / green economy policy,developed,government,national,"The document provides detailed information on Brazil's Sustainable Taxonomy, which aims to guide investments toward sustainable activities. It outlines strategic objectives, climate and environmental objectives, and socio-economic objectives. The taxonomy is designed to mobilize and redirect public and private financing toward economic activities with positive climate, environmental, and social impacts.","There is no explicit mention of UNEP supporting the development or implementation of Brazil's Sustainable Taxonomy. However, the document acknowledges support from the German International Cooperation Agency (GIZ) and the United Nations Environment Programme Finance Initiative (UNEP FI).","[""The development of a Brazilian taxonomy aims to respond to the country's main environmental and social challenges, taking into account its commitments, objectives and priority plans."", ""The role of the taxonomy in coordinating investments that contribute to the transformation toward a resilient and GHG emission-neutral economy, but also to other dimensions of sustainable and inclusive development related to the UN's 2030 Agenda, has already been noted."", ""The federal administration began the process of jointly building this Action Plan within the Office of the Chief of Staff, the Ministries of Agriculture and Livestock (MAPA), Science, Technology, and Innovation (MCTI), Agrarian Development (MDA), Development, Industry, Trade, and Services (MDIC), Management and Innovation in Public Services (MGI), Racial Equality (MIR), Environment and Climate Change (MMA), Mines and Energy (MME), Women (MMulheres), Fishing and Aquaculture (MPA), Indigenous Peoples (MPI), Planning and Budget (MPO), Ports and Airports (MPor), Foreign Affairs (MRE), Labor (MET), Transportation (MT), Tourism (MTur); in conjunction with the regulatory agencies of the financial system, the Central Bank of Brazil (BCB), the Securities and Exchange Commission (CVM) and the Superintendence of Private Insurance (SUSEP); the Brazilian Development Bank (BNDES) also participated."", ""Support from the German International Cooperation Agency, GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit), through the Green and Sustainable Finance Project (FiBraS II), implemented with the support of the German Ministry for Economic Cooperation and Development (BMZ) and the United Nations Environment Programme (UNEP), through its Finance Initiative UNEP FI).""]"
Brazil,2022-2026,https://www.icmagroup.org/assets/documents/Sustainable-finance/Bonds-to-Finance-the-Sustainable-Blue-Economy-a-Practitioners-Guide-September-2023.pdf,2022,2026,2024,Bonds to Finance the Sustainable Blue Economy,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_icmagroup_org_Bonds_to_Finance_the_Sustainable_Blue_Economy.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards/policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.linkedin.com/posts/nick-robins-5293a715_the-must-read-summary-of-the-finance-outcomes-activity-7403725967556513794-erb9,2022,2026,2024,COP30 Brazil: Governments Commit to $1.3 Trillion in ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_linkedin_com_COP30_Brazil_Governments_Commit_to_1_3_Trillion_in.txt,True,False,False,,80,0,sustainable finance standard,agreed,government,national,The document mentions a commitment by governments to urgently advance actions to enable the scaling up of financing for developing country Parties for climate action from all public and private sources to at least USD 1.3 trillion per year by 2035.,There is no explicit link between UNEP or UNEP-supported entities and the SP6.1 policy instrument or standard.,"[""Parties decided 'to urgently advance actions to enable the scaling up of financing for developing country Parties for climate action from all public and private sources to at least USD 1.3 trillion per year by 2035.'"", ""The COP30 Brazil Presidency will convene an independent expert group to refine data and develop concrete financing pathways to reach the USD 1.3T goal.""]"
Brazil,2022-2026,https://www.ngfs.net/sites/default/files/medias/documents/ngfs_synthesis_report_on_the_greening_of_the_financial_system.pdf,2022,2026,2024,Synthesis report on the greening of the financial system,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_ngfs_net_Synthesis_report_on_the_greening_of_the_financial_.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, or sustainable finance instruments in Brazil during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the policy instruments or standards mentioned in the document.,[]
Brazil,2022-2026,https://www.nmun.org/assets/documents/conference-archives/washington-dc/2025/nmundc25-bgg-unea.pdf,2022,2026,2024,UNEA - BGG (Final,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_nmun_org_UNEA_BGG_Final.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found about Brazil or 2022-2026 period.,No explicit link to UNEP or UNEP-supported work found.,[]
Brazil,2022-2026,https://www.oecd.org/en/publications/2025/06/government-at-a-glance-2025_70e14c6c/full-report/governing-for-the-green-transition_075e9a83.html,2022,2026,2024,Governing for the green transition: Government at a Glance ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oecd_org_Governing_for_the_green_transition_Government_at_a.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance instruments in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and policy instruments or standards for SCP, circularity, or green economy approaches in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/2025-07/250515-Global%20Framework%20for%20Action_V9.pdf,2022,2026,2024,Global Framework for Action,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_Global_Framework_for_Action.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Brazil for the period 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Brazil for the period 2022-2026.,[]
Brazil,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/from-crm/UNEP_2022_%2520SPP_Global_Review_Part_1_0.pdf,2022,2026,2024,2022 GLOBAL REVIEW,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_2022_GLOBAL_REVIEW.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policy instruments or standards for Brazil in 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard for Brazil in 2022-2026.,[]
Brazil,2022-2026,https://www.rindhca.org/wp-content/uploads/2025/10/Summary_ImplementationofDecisions_XXIV-Meeting_ForumMinistersLAC_ENG.pdf,2022,2026,2024,Summary of the implementation Decisions of the Meetings of ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_rindhca_org_Summary_of_the_implementation_Decisions_of_the_Mee.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Brazil,2022-2026,https://www.sciencedirect.com/science/article/pii/S0305750X25000920,2022,2026,2024,Unlocking the transformative potential of multi-stakeholder ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_sciencedirect_com_Unlocking_the_transformative_potential_of_multi_st.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about sustainable finance, green economy, circular economy, or sustainable consumption and production policies or standards in Brazil for the period 2022-2026.",There is no mention of UNEP or any UNEP-supported work in the document.,[]
Brazil,2022-2026,https://www.sciencedirect.com/science/article/pii/S2212041623000347,2022,2026,2024,Designing effective environmental policy mixes in the UN ...,UNEP initiative Brazil sustainability standard published policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_sciencedirect_com_Designing_effective_environmental_policy_mixes_in_.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about sustainable finance, green economy, circular economy, or sustainable consumption and production policies or standards in Brazil for the period 2022-2026.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Brazil,2022-2026,https://www.tandfonline.com/doi/full/10.1080/14747731.2024.2351301,2022,2026,2024,The impact of the Sustainable Development Goals on ...,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_tandfonline_com_The_impact_of_the_Sustainable_Development_Goals_on.txt,False,False,False,,0,0,none,none,unclear,unclear,"No explicit evidence related to sustainable consumption and production, circular economy, green economy, or related policy instruments and standards for Brazil in 2022-2026.",No explicit link to UNEP or UNEP-supported work.,[]
Brazil,2022-2026,https://www.ucl.ac.uk/bartlett/sites/bartlett/files/independent_report_tfclima_group_of_experts.pdf,2022,2026,2024,A Green and Just Planet,UNEP capacity building Brazil sustainable consumption and production strategy approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_ucl_ac_uk_A_Green_and_Just_Planet.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, or sustainable finance instruments in Brazil during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2022-2026.",[]
