Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,digital_relevant,unep_attributed,attributable_relevant_doc,sd,digital_practice_score,unep_attribution_score,improvement_type,action_stage,actor_type,evidence_level,digital_justification,unep_justification,evidence_phrases
Ghana,2022-2026,https://iciset.gctu.edu.gh/wp-content/uploads/sites/41/files/Final-Program-ICISET-2025-V4.pdf,2022,2026,2024,ICISET 2025 International Conference on Information Systems ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,iciset_gctu_edu_gh_ICISET_2025_International_Conference_on_Informatio.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found due to document retrieval failure.,No evidence found due to document retrieval failure.,[]
Ghana,2022-2026,https://igad.int/wp-content/uploads/2023/12/IGAD-Climate-Adaptation-Strategy-2023-2030-.pdf,2022,2026,2024,THE IGAD CLIMATE ADAPTATION STRATEGY (2023-2030),with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,igad_int_THE_IGAD_CLIMATE_ADAPTATION_STRATEGY_2023_2030_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No UNEP attribution found.,[]
Ghana,2022-2026,https://journals.unidel.edu.ng/manager/papers/paper_32_1764408479.pdf,2022,2026,2024,1 Public Perception on the Adoption of Artificial Intelligence ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,journals_unidel_edu_ng_1_Public_Perception_on_the_Adoption_of_Artificial_.txt,False,False,False,,0.0,0.0,none,none,academic / researcher,national,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","[""Nigeria"", ""AI in environmental conservation"", ""public perception""]"
Ghana,2022-2026,https://learningplans.sdg-innovation-commons.org/es/GHA?mscale=full-screen,2022,2026,2024,Ghana - Learning Plans,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,learningplans_sdg-innovation-commons_org_Ghana_Learning_Plans.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any improvements in data management or sustainable AI practices in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://link.springer.com/article/10.1007/s44274-025-00190-1,2022,2026,2024,Leveraging information and communication technologies for ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,link_springer_com_Leveraging_information_and_communication_technolog.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://lps25.esa.int/sessions/,2022,2026,2024,Sessions - Living Planet Symposium 2025,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,lps25_esa_int_Sessions_Living_Planet_Symposium_2025.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found in the document.,No UNEP attribution found in the document.,[]
Ghana,2022-2026,https://mlnr.gov.gh/lands-minister-participates-in-ministerial-ai-bootcamp/,2022,2026,2024,Lands Minister Participates in Ministerial AI Bootcamp,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,mlnr_gov_gh_Lands_Minister_Participates_in_Ministerial_AI_Boot.txt,True,False,False,,40.0,0.0,capacity development / AI practice,trained,government,national,The Minister for Lands and Natural Resources participated in a three-day Artificial Intelligence (AI) training programme aimed at enhancing the capacity of Ministers of State and key stakeholders in integrating AI into public sector operations. This indicates a capacity development effort in AI practices.,There is no explicit mention of UNEP or UNEP-supported work in the provided text.,"[""The Minister for Lands and Natural Resources, Hon. Emmanuel Armah-Kofi Buah(MP) has participated in a three-day Artificial Intelligence (AI) training programme"", ""to enhance the capacity of Ministers of State and key stakeholders in integrating AI into public sector operations.""]"
Ghana,2022-2026,https://one.oecd.org/document/DSTI/CDEP/AIGO(2022)3/FINAL/en/pdf,2022,2026,2024,dsti/cdep/aigo(2022)3/final,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,one_oecd_org_dsti_cdep_aigo_2022_3_final.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Ghana,2022-2026,https://research.sbs.edu/sbsrm/SBSRM01_Research%20Monography_01.pdf,2022,2026,2024,Artificial Intelligence and Sustainability: - Highlights and Events,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,research_sbs_edu_Artificial_Intelligence_and_Sustainability_Highlig.txt,False,False,False,,0.0,0.0,none,none,academic / business,global,"The document does not contain explicit evidence of measured improvements in data management, environmentally sustainable AI practices, or capacity and skills development in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","[""No relevant evidence found.""]"
Ghana,2022-2026,https://s41721.pcdn.co/wp-content/uploads/2022/04/2600081_AI-for-Good-Impact-Report-2025-E-v6.pdf,2022,2026,2024,AI for Good Impact Report 2nd edition,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,s41721_pcdn_co_AI_for_Good_Impact_Report_2nd_edition.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to Ghana or the time window 2022-2026, nor does it discuss environmental data management, sustainable AI practices, or capacity and skills development in these areas.",There is no mention of UNEP or UNEP-supported work in relation to Ghana or the specified time window.,[]
Ghana,2022-2026,https://thedocs.worldbank.org/en/doc/a607bb6e3b76d2be0f3db8db34dcf73e-0140022025/related/5EDU-WP-15-Digital-skills-innovation-and-economic-transformation.pdf,2022,2026,2024,"Digital Skills, Innovation, and Economic Transformation",with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,thedocs_worldbank_org_Digital_Skills_Innovation_and_Economic_Transformat.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://unctad.org/system/files/information-document/cstd2025-2026_issues_ai_en.pdf,2022,2026,2024,"Issues paper on Science, Technology and Innovation in the ...",with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unctad_org_Issues_paper_on_Science_Technology_and_Innovation_.txt,False,False,False,,0.0,0.0,none,none,none,none,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 outcomes in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://unece.org/sites/default/files/2024-11/7Nov_pm_9TFAI_3a_API_5_AEF_Hough.pdf,2022,2026,2024,Art 5(6) and (8) • AI for Sustainability Information • EU ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unece_org_Art_5_6_and_8_AI_for_Sustainability_Information_EU.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Ghana or the time window 2022-2026. The provided URL leads to a PDF document, but the content is not accessible due to a 403 error.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000390022,2022,2026,2024,Greening curriculum guidance: teaching and learning for ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_Greening_curriculum_guidance_teaching_and_learning.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Ghana, digital/data management, sustainable AI practices, or capacity/skills development in the specified time window of 2022-2026.",There is no mention of UNEP or UNEP-supported work in relation to the specified indicators.,[]
Ghana,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000391385,2022,2026,2024,Unchartered waters: an exploration for gender equality and ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_Unchartered_waters_an_exploration_for_gender_equal.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Ghana,2022-2026,https://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/AI4climateaction/f2922b97c4cf431996c468e622127eb5/112f8be560ea447dab5ff2e53ab3f6e4.pdf,2022,2026,2024,Artificial Intelligence for Climate Action:,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unfccc_int_Artificial_Intelligence_for_Climate_Action_.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://unstats.un.org/UNSDWebsite/citizen-data/story-details/leveraging-new-technologies-in-Ghana,2022,2026,2024,A Model for Combating Marine Litter - UN Statistics Division,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unstats_un_org_A_Model_for_Combating_Marine_Litter_UN_Statistics_.txt,True,False,False,,80.0,0.0,data management system / environmental data platform / data governance / digital monitoring / geospatial data / AI practice / sustainable AI,improved / strengthened / developed / implemented / adopted / operationalized / used / integrated,government / public-sector institution / civil society / academia / mixed stakeholders,national,"The document provides evidence of improved data management and environmentally sustainable AI practices in Ghana between 2022-2026. The project used drone imagery, AI, and citizen science to collect data on marine litter along Ghana's coastline, providing insights on marine litter hotspots. This initiative is a model for other countries to leverage new technologies and non-traditional data sources to address SDG 14 and combat plastic pollution.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana.","[""With support from the Data for Now initiative, Ghana embarked on a groundbreaking project to explore innovative approaches to map and monitor marine litter along its coastline."", ""The Sustainable Development Solutions Network (SDSN) team, a core partner of the Data For Now initiative, and the International Institute for Applied Systems Analysis (IIASA) worked together with the Ghana Statistical Service (GSS), the Ghana’s Environmental Protection Agency (EPA), and the University of the Aegean conducted a study to understand the feasibility of using drones, citizen science, and AI to collect data along Ghana’s coastline, identifying marine litter hotspots with significant accumulation of plastics."", ""The impact of this innovative approach has been remarkable. It encouraged a knowledge exchange workshop between various agencies from Ghana and Sierra Leone, who expressed interest to the United Nations Statistics Division under the Data For Now project in replicating a similar citizen science data validation and reporting process for SDG 14.1.1b (measurement of plastic debris density) and potentially other indicators.""]"
Ghana,2022-2026,https://unstats.un.org/capacity-development/handbook/Handbook_20231001.pdf,2022,2026,2024,Handbook on Management and Organization of National ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,unstats_un_org_Handbook_on_Management_and_Organization_of_Nationa.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Ghana,2022-2026,https://web-assets.bcg.com/72/cf/b609ac3d4ac6829bae6fa88b8329/bcg-accelerating-climate-action-with-ai-nov-2023-rev.pdf,2022,2026,2024,Accelerating Climate Action with AI,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,web-assets_bcg_com_Accelerating_Climate_Action_with_AI.txt,False,False,False,,0.0,0.0,none,none,unknown,unknown,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.emerald.com/md/article/63/13/455/1267684/Leveraging-digital-technology-to-improve,2022,2026,2024,Leveraging digital technology to improve environmental ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_emerald_com_Leveraging_digital_technology_to_improve_environme.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No relevant digital transformation, data management, or sustainable AI evidence found for Ghana in 2022-2026.",No UNEP attribution or support evidence found.,[]
Ghana,2022-2026,https://www.facebook.com/COL4D/posts/from-innovation-to-impact-ai-powered-oer-training-equips-ghanaian-educatorsas-pa/1108801884607177/,2022,2026,2024,AI-powered OER training equips Ghanaian educators. ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_facebook_com_AI_powered_OER_training_equips_Ghanaian_educators_.txt,True,False,False,,41.0,0.0,AI practice / capacity development / skills development,developed / implemented / trained,public-sector institution / academia,national / institutional,"The document describes a workshop in Ghana that introduced educators to AI-powered tools for creating Open Educational Resources (OER). The workshop aimed to empower participants to use generative AI for co-creating inclusive and curriculum-aligned educational resources. Twenty-two educators participated, and a total of 22 OER for Biology were developed during the workshop.",There is no explicit link between UNEP or UNEP-supported work and the AI-powered OER training in Ghana.,"[""AI-powered OER training"", ""generative Artificial Intelligence (AI) in resource-constrained settings"", ""Teacher-in-the-Loop AI (TiL AI) project"", ""practical AI applications"", ""AI-powered OER platform""]"
Ghana,2022-2026,https://www.facebook.com/EnvironmentProtectionAgencyLiberia/posts/mr-nelson-jallah-the-manager-of-the-climate-information-system-project-at-the-en/1272617694907487/,2022,2026,2024,"Mr. Nelson Jallah, the Manager of the Climate Information ...",UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_facebook_com_Mr_Nelson_Jallah_the_Manager_of_the_Climate_Inform.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Ghana or the time window 2022-2026. The content appears to be about the Environmental Protection Agency of Liberia, not Ghana.",There is no explicit link to UNEP or UNEP-supported work in the provided document.,[]
Ghana,2022-2026,https://www.facebook.com/UNDPGhana/posts/at-the-aibootcamp-ministers-and-senior-officials-are-identifying-practical-ways-/1138821654942516/,2022,2026,2024,"At the #AIBootcamp, Ministers and senior officials are ...",with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_facebook_com_At_the_AIBootcamp_Ministers_and_senior_officials_a.txt,True,False,False,,40.0,0.0,AI practice / sustainable AI,developed,government / public-sector institution,national,The document mentions an AI Bootcamp where ministers and senior officials are identifying practical ways to apply Artificial Intelligence to drive sustainable development and improve public service delivery. This indicates an initial step towards improved AI practices.,There is no explicit mention of UNEP or UNEP-supported work in the document.,"[""Artificial Intelligence can be applied to address challenges across key sectors to drive sustainable development and improve public service delivery"", ""AIBootcamp""]"
Ghana,2022-2026,https://www.facebook.com/UNDPGhana/posts/giving-the-closing-remark-at-the-7th-edition-of-the-nimdieseries-dr-edward-ampra/1259907742833906/,2022,2026,2024,UNDP Ghana,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_facebook_com_UNDP_Ghana.txt,False,False,False,,0.0,0.0,none,none,unclear,national,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,The document does not explicitly link UNEP or UNEP-supported work to any improvements in data management or sustainable AI practices in Ghana.,[]
Ghana,2022-2026,https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2025.1514423/pdf,2022,2026,2024,Measuring climate resilience in low,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_frontiersin_org_Measuring_climate_resilience_in_low.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmental data systems, or sustainable AI practices in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.givaudan.com/files/giv-2024-integrated-report.pdf,2022,2026,2024,2024 Integrated Report,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_givaudan_com_2024_Integrated_Report.txt,False,False,False,,0.0,0.0,none,none,unclear,global,"The document does not contain explicit evidence related to measured improvement, strengthened capacity, skills development, adoption, use, or operationalization of data management or environmentally sustainable AI practices in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the mentioned practices in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://www.giz.de/sites/default/files/media/document/2025-11/20251110-jobs-skills-new-economy-full-report.pdf,2022,2026,2024,SY050_Jobs & skills for the New Economy_v10,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_giz_de_SY050_Jobs_skills_for_the_New_Economy_v10.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.globalshield.org/wp-content/uploads/2024/04/Ghana-Request-for-Support-to-the-Global-Shield_Annex.pdf,2022,2026,2024,Ghana's Request for Support to the Global Shield against ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_globalshield_org_Ghana_s_Request_for_Support_to_the_Global_Shield_a.txt,False,False,False,,0.0,0.0,none,none,government / public-sector institution,national,"The document does not contain explicit evidence of measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.instagram.com/reel/DQQ3L4igAWt/,2022,2026,2024,"WMO on Instagram: "" The development of artificial intelligence ...",with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_instagram_com_WMO_on_Instagram_The_development_of_artificial_int.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document does not contain explicit evidence related to Ghana or the time window 2022-2026. It appears to be a social media post from the World Meteorological Organization (WMO) discussing the development of artificial intelligence (AI) technologies and a conference on AI in Earth system sciences.,There is no mention of UNEP or UNEP-supported work in the document.,[]
Ghana,2022-2026,https://www.itu.int/dms_pub/itu-s/opb/gen/S-GEN-UNACT-2023-PDF-E.pdf,2022,2026,2024,United Nations Activities on Artificial Intelligence (AI),with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_itu_int_United_Nations_Activities_on_Artificial_Intelligen.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No UNEP attribution found.,[]
Ghana,2022-2026,https://www.mdpi.com/2071-1050/16/24/11079,2022,2026,2024,An Overview of Digital Transformation and Environmental ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_mdpi_com_An_Overview_of_Digital_Transformation_and_Environm.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://www.mdpi.com/2071-1050/17/22/10153,2022,2026,2024,Conceptualization of Artificial Intelligence Use for GHG ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_mdpi_com_Conceptualization_of_Artificial_Intelligence_Use_f.txt,False,False,False,,0.0,0.0,none,none,unknown,unknown,"The document does not contain explicit evidence related to Ghana or the time window 2022-2026. It discusses Scope 3 greenhouse gas emissions and the role of artificial intelligence in sustainability reporting, but it is not specific to Ghana or the specified time frame.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Ghana,2022-2026,https://www.mofep.gov.gh/sites/default/files/reports/economic/Green-Taxonomy-Framework-for-Ghana_V3.pdf,2022,2026,2024,Green-Taxonomy-Framework-for-Ghana_V3.pdf,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_mofep_gov_gh_Green_Taxonomy_Framework_for_Ghana_V3_pdf.txt,False,False,False,,0.0,0.0,none,none,government,national,"The document does not contain explicit evidence of measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","[""The document focuses on Ghana's Green Finance Taxonomy, which aims to guide investments towards a sustainable and climate-resilient economy. It outlines priority sectors for green financing, including energy, transportation, agriculture, and building and construction. However, it does not discuss improvements in data management, environmentally sustainable AI practices, or capacity/skills development.""]"
Ghana,2022-2026,https://www.paris21.org/sites/default/files/media/document/2024-07/ai-paper-formatted.pdf,2022,2026,2024,AI through the lens of official statistics and the Sustainable ...,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_paris21_org_AI_through_the_lens_of_official_statistics_and_the.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://www.paris21.org/sites/default/files/related_documents/2024-04/the-potential-of-ai-for-the-sdgs-and-official-stats_working-paper_0.pdf,2022,2026,2024,the-potential-of-ai-for-the-sdgs-and-official- ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_paris21_org_the_potential_of_ai_for_the_sdgs_and_official_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://www.researchgate.net/publication/388948848_Leveraging_AI_for_Sustainable_Development_Diverse_Applications_Across_SDG_Goals,2022,2026,2024,(PDF) Leveraging AI for Sustainable Development: Diverse ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_researchgate_net__PDF_Leveraging_AI_for_Sustainable_Development_Div.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.sciencedirect.com/science/article/pii/S2949750725000987,2022,2026,2024,Artificial intelligence in waste management systems,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_sciencedirect_com_Artificial_intelligence_in_waste_management_system.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain any relevant information about Ghana, digital transformation, environmental data management, sustainable AI, or capacity development.",There is no mention of UNEP or any related work.,[]
Ghana,2022-2026,https://www.sipri.org/sites/default/files/2023-12/2312_sipri_policy_report_ai_for_climate_security_1.pdf,2022,2026,2024,Artificial Intelligence for Climate Security: Possibilities and ...,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_sipri_org_Artificial_Intelligence_for_Climate_Security_Possi.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Ghana,2022-2026,https://www.standardbank.com/static_file/StandardBankGroup/filedownloads/RTS/2024/SBG_SustainabilityDisclosuresReport2024.pdf,2022,2026,2024,standard bank group sustainability disclosures report 2024,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_standardbank_com_standard_bank_group_sustainability_disclosures_rep.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.thegef.org/sites/default/files/documents/2025-11/GEF_E_C70_01_OPS8.pdf,2022,2026,2024,THE EIGHTH COMPREHENSIVE EVALUATION OF THE GEF,UNEP assisted Ghana machine learning environmental data established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_thegef_org_THE_EIGHTH_COMPREHENSIVE_EVALUATION_OF_THE_GEF.txt,False,False,False,,0.0,0.0,none,none,none,none,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2022-2026.,"The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 outcomes in Ghana during 2022-2026.",[]
