Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Ghana,2018-2022,https://www.iges.or.jp/en/publication_documents/pub/policysubmission/en/10850/Final-Myanmar_WMSAM_0829.pdf,2018,2022,2020,National Waste Management Strategy and Master Plan for ...,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_iges_or_jp_National_Waste_Management_Strategy_and_Master_Plan.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2018-2022,https://www.iisd.org/system/files/publications/igf-ssi-review-extractive-economy.pdf,2018,2022,2020,Standards and the Extractive Economy,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_iisd_org_Standards_and_the_Extractive_Economy.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2018-2022,https://www.isa.org.jm/wp-content/uploads/2021/02/ISA_Contribution_to_the_SDGs_2021.pdf,2018,2022,2020,Sustainable Development,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_isa_org_jm_Sustainable_Development.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found about Ghana's environmental law or institutional support initiatives from 2018-2022.,No explicit link to UNEP found in relation to environmental law or institutional support initiatives in Ghana from 2018-2022.,[]
Ghana,2018-2022,https://www.itu.int/en/ITU-D/Environment/Documents/Publications/2021/Toolkit_Africa_final.pdf?csf=1&e=ivTocK,2018,2022,2020,Policy practices for e-waste management,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_itu_int_Policy_practices_for_e_waste_management.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.researchgate.net/publication/344682399_Does_Environmental_Laws_and_Policies_Work_A_Review_of_Ghana'S_Case,2018,2022,2020,Does Environmental Laws and Policies Work? A Review Of ...,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_researchgate_net_Does_Environmental_Laws_and_Policies_Work_A_Review.txt,True,False,False,,60.0,0.0,policy / law / regulation / legal framework,developed / reviewed,national,"The document reviews Ghana's environmental laws and policies, indicating some level of development and review.","There is no explicit mention of UNEP's involvement or support in the development, adoption, or implementation of Ghana's environmental laws or policies.","[""review of Ghana's case"", ""environmental laws and policies""]"
Ghana,2018-2022,https://www.researchgate.net/publication/355889107_UNEP_2021_Sustainable_Public_Procurement_How_to_Wake_the_Sleeping_Giant_Introducing_the_United_Nations_Environment_Programme's_Approach,2018,2022,2020,"(PDF) UNEP 2021, Sustainable Public Procurement",UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_researchgate_net__PDF_UNEP_2021_Sustainable_Public_Procurement.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.sciencedirect.com/science/article/pii/S2405844020315528,2018,2022,2020,Plastic pollution in the marine environment,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Plastic_pollution_in_the_marine_environment.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.snrd-africa.net/wp-content/uploads/2021/02/giz2021-0002en-protected-area-resource-book.pdf,2018,2022,2020,Protected area governance and management,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_snrd-africa_net_Protected_area_governance_and_management.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.umweltbundesamt.de/system/files/medien/5750/publikationen/2021-06-29_texte_102-2021_voeress.pdf,2018,2022,2020,Options under International Law to Increase Resource ...,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_umweltbundesamt_de_Options_under_International_Law_to_Increase_Resour.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Ghana in 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; environmental rule of law, enforcement, compliance, access to justice; or MEA implementation support.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Ghana during 2018-2022.",[]
Ghana,2018-2022,https://www.un-page.org/knowledge-hub/ghana-green-finance-study/,2018,2022,2020,Green Finance Study in Ghana: Baseline Report,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_un-page_org_Green_Finance_Study_in_Ghana_Baseline_Report.txt,True,False,False,,40.0,0.0,environmental policy / regulatory framework,developed / strengthened,national,"The document mentions several environmental policies and regulations in Ghana, including the National Climate Change Policy (2014), Ghana's Environmental Fiscal Reform, Environmental Impact Assessment Regulation (1999), and the Environmental Protection Agency Act (1994). However, it does not provide explicit evidence of new or strengthened environmental laws, policies, or institutional support initiatives.",There is no explicit mention of UNEP's involvement in supporting Ghana's environmental law or policy initiatives during 2018-2022.,"[""The government of Ghana has taken some steps in the transition towards green economy through a set of national policies, strategies and programmes."", ""Ghana's recent policies on climate change, energy, mining and manufacturing provide clear public policy directives and signals for private sector organizations."", ""The central government in Ghana uses two approaches to promote a green industry; compliance promotion and compliance enforcement."", ""Some international and local non-governmental organizations (NGOs) have also been actively supporting the adoption and diffusion of green financing in Ghana.""]"
Ghana,2018-2022,https://www.un.org/Depts/los/general_assembly/contributions_2019/UNEP.pdf,2018,2022,2020,UNEP.pdf,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_un_org_UNEP_pdf.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.undp.org/sites/g/files/zskgke326/files/2021-11/UNDP-NDC-Global-Outlook-Report-2021-The-State-of-Climate-Ambition.pdf,2018,2022,2020,The State of Climate Ambition,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_undp_org_The_State_of_Climate_Ambition.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Ghana during 2018-2022.,"[""No relevant evidence found""]"
Ghana,2018-2022,https://www.undp.org/sites/g/files/zskgke326/files/publications/UNDP-MMFSD-HighResolution.pdf,2018,2022,2020,Managing mining for sustainable development,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_undp_org_Managing_mining_for_sustainable_development.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Ghana during 2018-2022.,"[""The document is a sourcebook on managing mining for sustainable development, primarily focused on general principles and guidelines for mining operations globally.""]"
Ghana,2018-2022,https://www.unep.org/beatpollution/governments,2018,2022,2020,Governments,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Governments.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.unep.org/news-and-stories/blogpost/mainstreaming-sound-management-chemicals-and-waste-ghanas-development,2018,2022,2020,Mainstreaming sound management of chemicals and ...,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Mainstreaming_sound_management_of_chemicals_and_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.unep.org/news-and-stories/press-release/dramatic-growth-laws-protect-environment-widespread-failure-enforce,2018,2022,2020,"Dramatic growth in laws to protect environment, but ...",supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Dramatic_growth_in_laws_to_protect_environment_but.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP attribution found,[]
Ghana,2018-2022,https://www.unep.org/resources/report/guidance-chemicals-control-contributing-national-progress-and-safety,2018,2022,2020,Guidance on chemicals control contributing to national ...,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Guidance_on_chemicals_control_contributing_to_nati.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,2018,2022,2020,Demystifying Finance for Circular Economies,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2018-2022.",The document does not explicitly link UNEP to any environmental law or institutional support initiative in Ghana during 2018-2022.,"[""The document discusses circular economy and sustainable finance, but does not provide specific information about Ghana or environmental law and institutional support initiatives.""]"
Ghana,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/11/Climate-risk-regulation-in-Africas-financial-sector-and-related-private-sector-initiatives-Report.pdf,2018,2022,2020,Climate risk regulation in Africa's financial sector and ...,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_Climate_risk_regulation_in_Africa_s_financial_sect.txt,True,False,False,,40.0,0.0,institutional support initiative,developed,national,"The document mentions Ghana's financial stability architecture and climate risk-related initiatives, but does not provide explicit evidence of new or strengthened environmental policies, laws, regulations, or legal frameworks.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Ghana during 2018-2022.,"[""Ghana, 2.3.1 Financial stability architecture, 2.3.2 Climate risk-related initiatives"", ""The Central Bank of Ghana has issued guidelines on sustainable banking, which is a non-binding measure.""]"
Ghana,2018-2022,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,2018,2022,2020,Sustainable Development Goal 6 Synthesis Report on ...,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.unwater.org/sites/default/files/app/uploads/2021/09/SDG6_Indicator_Report_651_Progress-on-Integrated-Water-Resources-Management_2021_EN.pdf,2018,2022,2020,Progress on Integrated Water Resources Management,UNEP facilitated Ghana chemicals management law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unwater_org_Progress_on_Integrated_Water_Resources_Management.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.wfd.org/sites/default/files/2022-02/WFD_June2020_Wilson_EnvironmentalDemocracy_EnvironmentalInstitutions.pdf,2018,2022,2020,Environmental Institutions,supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_wfd_org_Environmental_Institutions.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Ghana during 2018-2022.","[""The document is a general report on environmental institutions, parliamentary oversight, and effective implementation and enforcement of environmental laws, but it does not specifically mention Ghana or any country-specific initiatives.""]"
Ghana,2018-2022,https://www.wto.org/english/res_e/publications_e/unereport2018_e.pdf,2018,2022,2020,"Making trade work for the environment, prosperity and ...",supported by UNEP Ghana MEA implementation law implementing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_wto_org_Making_trade_work_for_the_environment_prosperity_a.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Ghana during 2018-2022.,"[""The document discusses the relationship between trade, environment, and prosperity, but does not provide specific information about Ghana's environmental laws or policies.""]"
Ghana,2022-2026,https://acecor.ucc.edu.gh/sites/default/files/2022-12/ACE1_Ghana_ACECOR_ESMP_5.pdf,2022,2026,2024,Technical Proposal,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,acecor_ucc_edu_gh_Technical_Proposal.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.",There is no explicit link between UNEP and the environmental law or institutional support initiative in Ghana during 2022-2026.,"[""No relevant evidence found.""]"
Ghana,2022-2026,https://apps1.unep.org/resolutions/uploads/integrate_epr_within_the_international_treaty_on_plastics_pollution_1.pdf,2022,2026,2024,Extended Producer Responsibility,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,apps1_unep_org_Extended_Producer_Responsibility.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Ghana or new/strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://brill.com/view/journals/ajls/16/4/article-p322_2.xml?srsltid=AfmBOorHlSYLGsQwLAGjh4T6XLuUasAvkUtRaVuuRoMdbyVQZVs38zmY,2022,2026,2024,Obligations to Protect and Preserve Marine Environment ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,brill_com_Obligations_to_Protect_and_Preserve_Marine_Environ.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Ghana in 2022-2026 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; environmental rule of law, enforcement, compliance, access to justice, or MEA implementation.",There is no explicit link between UNEP and any environmental law or governance outcome in Ghana during 2022-2026.,"[""The document is about Tanzania, not Ghana.""]"
Ghana,2022-2026,https://circulareconomy.europa.eu/platform/sites/default/files/2023-12/Full%20Report%20-%20UNEP%20Sustainability%20and%20Circularity%20in%20the%20Textile%20Value%20Chain%20A%20Global%20Roadmap_0.pdf,2022,2026,2024,Sustainability and Circularity in the Textile Value Chain,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,circulareconomy_europa_eu_Sustainability_and_Circularity_in_the_Textile_Valu.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found about Ghana's environmental law or institutional support in 2022-2026.,No explicit link to UNEP found in relation to environmental law or institutional support in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://constitutionnet.org/sites/default/files/2025-05/environmental-protection-in-constitutions-assessment-tool-CBP.pdf,2022,2026,2024,Environmental Protection in Constitutions Assessment Tool,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,constitutionnet_org_Environmental_Protection_in_Constitutions_Assessme.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Ghana during 2022-2026.","[""The document does not provide relevant information for evaluating environmental law or UNEP attribution.""]"
Ghana,2022-2026,https://digitalcommons.pace.edu/context/lawdissertations/article/1032/viewcontent/Tigre___SJD_Thesis_FINAL_Feb22.pdf,2022,2026,2024,The Evolution of International Environmental Law Amidst ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,digitalcommons_pace_edu_The_Evolution_of_International_Environmental_Law_A.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found,No UNEP link found,[]
Ghana,2022-2026,https://documents1.worldbank.org/curated/en/099325011162237062/pdf/P17598901bf31e0d0ad0a08f44fdf5dedf.pdf,2022,2026,2024,Ghana Climate Change Law and Development,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,documents1_worldbank_org_Ghana_Climate_Change_Law_and_Development.txt,True,False,False,,80.0,0.0,"new or revised environmental policy, law, regulation, strategy, legal framework, or governance instrument",developed,national,"The document provides detailed information on Ghana's climate change legal and policy framework, including the National Climate Change Policy of 2013 (NCCP) and sector-specific laws and regulations. The NCCP aims to ensure a climate-resilient and climate-compatible economy while achieving sustainable development through equitable low-carbon economic growth in Ghana.",There is no explicit mention of UNEP's involvement in the development of Ghana's climate change legal and policy framework in the provided document.,"[""The overarching policy that governs climate change in Ghana is the National Climate Change Policy of 2013 (NCCP)."", ""The NCCP seeks to “ensure a climate-resilient and climate-compatible economy while achieving sustainable development through equitable low-carbon economic growth in Ghana.”"", ""The legal and regulatory framework for mobilizing finance that could support climate action includes the Local Government Act, 1993 (Act 462) and the Public Financial Management Act, 2016 (Act 921)""]"
Ghana,2022-2026,https://enb.iisd.org/unea6-oecpr6-summary,2022,2026,2024,Summary report 19 February – 1 March 2024,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,enb_iisd_org_Summary_report_19_February_1_March_2024.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP attribution found,[]
Ghana,2022-2026,https://epi.yale.edu/downloads/2024-epi-report-20250106.pdf,2022,2026,2024,2024-epi-report-20250106.pdf,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,epi_yale_edu_2024_epi_report_20250106_pdf.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Ghana during 2022-2026.,"[""The document is about the 2024 Environmental Performance Index (EPI) and does not mention Ghana or any specific environmental law or policy changes in Ghana during 2022-2026.""]"
Ghana,2022-2026,https://ghana.un.org/en/289789-ghana%E2%80%99s-environment-minister-calls-stronger-un-collaboration-sustainability,2022,2026,2024,Ghana's Environment Minister Calls for Stronger UN ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,ghana_un_org_Ghana_s_Environment_Minister_Calls_for_Stronger_UN.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana for the period 2022-2026.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Ghana for the period 2022-2026.,[]
Ghana,2022-2026,https://globalabc.org/sites/default/files/2024-11/Climate%20Action%20Roadmap_GHANA.pdf,2022,2026,2024,Climate Action Roadmaps For Buildings and Construction ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,globalabc_org_Climate_Action_Roadmaps_For_Buildings_and_Construc.txt,False,False,False,,0.0,0.0,none,none,unclear,No evidence found,No evidence found,[]
Ghana,2022-2026,https://glrssmp.epa.gov.gh/wp-content/uploads/2025/01/P171933-ESIA_DNP.pdf,2022,2026,2024,environmental and social impact assessment (esia) for ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,glrssmp_epa_gov_gh_environmental_and_social_impact_assessment_esia_fo.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2022-2026,https://iilhr.org/wp-content/uploads/2025/09/ENG_Comparative-Memorandum-on-Natural-Resource-Governance.pdf,2022,2026,2024,Comparative Memorandum Natural Resource Governance ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,iilhr_org_Comparative_Memorandum_Natural_Resource_Governance.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2022-2026,https://ijmra.in/v8i4/Doc/47.pdf,2022,2026,2024,Analysing Rules and Principles in International ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,ijmra_in_Analysing_Rules_and_Principles_in_International_.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP attribution found,[]
Ghana,2022-2026,https://iucn.org/sites/default/files/2025-06/the-transformative-power-of-law-key-messages-from-the-2022-oslo-international-environmental-law-conference-2.pdf,2022,2026,2024,the transformative power of law: addressing global ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,iucn_org_the_transformative_power_of_law_addressing_global_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation specific to Ghana in 2022-2026.","There is no explicit link between UNEP and any environmental law, legal instrument, regulation, law, legal framework, or institutional support initiative in Ghana during 2022-2026.","[""The document is a compilation of key messages from the 2022 Oslo International Environmental Law Conference, focusing on the transformative power of law in addressing global environmental challenges. It discusses the development and effectiveness of environmental law, the role of international law, and the need for stronger environmental regulations and enforcement.""]"
Ghana,2022-2026,https://journals.sagepub.com/doi/10.1177/14614529231200167,2022,2026,2024,Ghana and the global climate crisis: Rethinking the legal ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,journals_sagepub_com_Ghana_and_the_global_climate_crisis_Rethinking_the.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://mesti.gov.gh/wp-content/uploads/2022/10/Environmental-and-Social-Management-Framework.pdf,2022,2026,2024,Environmental and Social Management Framework,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,mesti_gov_gh_Environmental_and_Social_Management_Framework.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Ghana during 2022-2026.,"[""No relevant evidence found""]"
Ghana,2022-2026,https://moef.gov.in/uploads/pdf-uploads/English_Annual_Report_2024-25.pdf,2022,2026,2024,annual report 2024-25,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,moef_gov_in_annual_report_2024_25.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Ghana,2022-2026,https://mofa.gov.gh/site/images/pdf/1.Ghana_ESMF_P178132_FSRP_27Feb2022.pdf,2022,2026,2024,Environmental and Social Management Framework (ESMF),United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,mofa_gov_gh_Environmental_and_Social_Management_Framework_ESMF.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found,No UNEP link found,[]
Ghana,2022-2026,https://mrh.gov.gh/wp-content/uploads/2022/01/ESIA-Report_UWR-Package-2_Rev07-Final.pdf,2022,2026,2024,ENVIRONMENTAL AND SOCIAL IMPACT ASSESSMENT,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,mrh_gov_gh_ENVIRONMENTAL_AND_SOCIAL_IMPACT_ASSESSMENT.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Ghana during 2022-2026.,"[""No relevant evidence found.""]"
Ghana,2022-2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC11995256/,2022,2026,2024,Pollution and health: a progress update - PMC - NIH,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,pmc_ncbi_nlm_nih_gov_Pollution_and_health_a_progress_update_PMC_NIH.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://scholarship.law.unc.edu/cgi/viewcontent.cgi?article=2165&context=ncilj,2022,2026,2024,The U.N. Global Plastics Treaty: How Narrative Shapes ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,scholarship_law_unc_edu_The_U_N_Global_Plastics_Treaty_How_Narrative_Shape.txt,False,False,False,,0.0,0.0,none,none,unclear,"Document could not be retrieved, hence no evidence could be assessed.","Document could not be retrieved, hence no evidence could be assessed.",[]
Ghana,2022-2026,https://scielo.org.za/scielo.php?script=sci_arttext&pid=S2415-04952022000200008,2022,2026,2024,International and national policy responses to combating ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,scielo_org_za_International_and_national_policy_responses_to_com.txt,False,False,False,,0.0,0.0,none,none,national,The document does not contain explicit evidence related to Ghana during 2022-2026. It discusses climate change policies in Nigeria.,There is no explicit link between UNEP and any environmental law or policy in Ghana during 2022-2026.,"[""The document focuses on Nigeria's climate change policies, not Ghana's.""]"
