Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,chemicals_relevant,unep_attributed,attributable_relevant_doc,sd,policy_regulation_score,unep_attribution_score,instrument_type,action_stage,evidence_level,sector,chemicals_justification,unep_justification,evidence_phrases
Brazil,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000393244,2022,2026,2024,Emerging pollutants: protecting water quality for the health ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_Emerging_pollutants_protecting_water_quality_for_t.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://unfccc.int/sites/default/files/resource/India%20BUR-4.pdf,2022,2026,2024,India BUR-4.pdf,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,unfccc_int_India_BUR_4_pdf.txt,False,False,False,,0.0,0.0,none,none,national,none,"The document is about India's Fourth Biennial Update Report to the UNFCCC and does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022-2026.","[""The document is about India, not Brazil.""]"
Brazil,2022-2026,https://wfuna.org/wp-content/uploads/2025/11/WIMUNNY26-AB-UNEA.pdf,2022,2026,2024,WIMUNNY26 AB UNEA,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,wfuna_org_WIMUNNY26_AB_UNEA.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www-pub.iaea.org/MTCD/publications/PDF/p15294-PUB2089_web.pdf,2022,2026,2024,Policies and Strategies for the Management of NORM ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www-pub_iaea_org_Policies_and_Strategies_for_the_Management_of_NORM.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www.basel.int/Portals/4/download.aspx?d=UNEP-CHW.15-6-Add.1-Rev.1.English.pdf,2022,2026,2024,Technical guidelines,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_basel_int_Technical_guidelines.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www.basel.int/Portals/4/download.aspx?d=UNEP-CHW.15-6-Add.6-Rev.1.English.pdf,2022,2026,2024,Technical guidelines,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_basel_int_Technical_guidelines.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil for 2022-2026.",No explicit link to UNEP found in the provided text.,[]
Brazil,2022-2026,https://www.brsmeas.org/MediaHub/PressReleases/tabid/2644/language/en-US/Default.aspx,2022,2026,2024,BRS Conventions > Media Hub > Press Releases,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_brsmeas_org_BRS_Conventions_Media_Hub_Press_Releases.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Brazil,2022-2026,https://www.cec.org/files/documents/publications/2143-moving-forward-pollution-prevention-in-north-america-en.pdf,2022,2026,2024,Moving Forward with Pollution Prevention in North America,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_cec_org_Moving_Forward_with_Pollution_Prevention_in_North_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Brazil,2022-2026,https://www.chemradar.com/en/guide/detail/eoeufztyzchs,2022,2026,2024,Brazilian REACH Compliance Guide,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_chemradar_com_Brazilian_REACH_Compliance_Guide.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil for 2022-2026.",No explicit link to UNEP found in the provided text.,[]
Brazil,2022-2026,https://www.coatingsworld.com/brazil-advances-regulation-for-lead-limits-in-paint/,2022,2026,2024,Brazil Advances Regulation for Lead Limits in Paint,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_coatingsworld_com_Brazil_Advances_Regulation_for_Lead_Limits_in_Pain.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil for 2022-2026.",No explicit link to UNEP found in the provided text.,[]
Brazil,2022-2026,https://www.consumersinternational.org/media/451295/overview-of-policies-and-practices.pdf,2022,2026,2024,E-commerce and Product Sustainability Information,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_consumersinternational_org_E_commerce_and_Product_Sustainability_Information.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circularity, or pollution policies in Brazil for 2022-2026.",No explicit link to UNEP found in relation to SP3.1 outcomes for Brazil in 2022-2026.,[]
Brazil,2022-2026,https://www.enhesa.com/resources/article/brazils-renewed-focus-on-chemical-policies/,2022,2026,2024,Brazil's renewed focus on chemical policies,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_enhesa_com_Brazil_s_renewed_focus_on_chemical_policies.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil during 2022-2026.",No explicit link to UNEP found in the provided text.,[]
Brazil,2022-2026,https://www.env.go.jp/content/000086490.pdf,2022,2026,2024,G20 Report on Actions against Marine Plastic Litter,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_env_go_jp_G20_Report_on_Actions_against_Marine_Plastic_Litte.txt,True,False,False,,81.0,0.0,national plan,adopted,national,cross-sectoral,"The document mentions Brazil's National Plan to Combat Marine Litter, which aims to reduce the impacts of marine litter on coastal and marine ecosystems and improve the quality of life of Brazilian citizens.","There is no explicit mention of UNEP's involvement in the development, adoption, revision, or implementation of Brazil's National Plan to Combat Marine Litter.","[""Brazil National Plan to Combat Marine Litter Overall, this national initiative aims to reduce as much as possible the impacts of marine litter (including plastic ) on coastal and marine ecosystems and to improve life quality of Brazilian citizens.""]"
Brazil,2022-2026,https://www.epa.gov/system/files/documents/2023-04/fy24-cj-05-epm.pdf,2022,2026,2024,Environmental Programs and Management,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_epa_gov_Environmental_Programs_and_Management.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www.epa.gov/system/files/documents/2023-07/SWM_PlasticWaste-Final.pdf,2022,2026,2024,Addressing Plastic Waste,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_epa_gov_Addressing_Plastic_Waste.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"The document could not be retrieved, and therefore no evidence could be assessed.","The document could not be retrieved, and therefore no evidence could be assessed.",[]
Brazil,2022-2026,https://www.facebook.com/GIS.Mauritius/posts/minister-ramano-launches-workshop-focusing-on-safer-waste-management-systema-one/284573124268400/,2022,2026,2024,Minister Ramano launches Workshop focusing on Safer ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_facebook_com_Minister_Ramano_launches_Workshop_focusing_on_Safe.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"The document is not about Brazil and does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://www.facebook.com/TheGEF1/posts/%EF%B8%8F-a-life-cycle-approach-to-plastics-could-save-70-billion-in-waste-costs-and-45-/1236111801877687/,2022,2026,2024,♻️ A life-cycle approach to plastics could save $70 billion ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_facebook_com__A_life_cycle_approach_to_plastics_could_save_70_b.txt,False,False,False,,0.0,0.0,none,none,global,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil in 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://www.facebook.com/groups/sustainability.supporters/posts/10161888672264862/,2022,2026,2024,Uniting Against Pollution: New UN Panel Takes Aim ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_facebook_com_Uniting_Against_Pollution_New_UN_Panel_Takes_Aim_.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","The document mentions UNEP but does not explicitly link UNEP to development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2024.1481635/full,2022,2026,2024,Environmental legislation analysis improvement approach ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_frontiersin_org_Environmental_legislation_analysis_improvement_app.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","There is no explicit link between UNEP and the development/adoption/revision/implementation of policies, laws, regulations, strategies, action plans, or official frameworks in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.giz.de/en/downloads/giz2025-en-3RproMar-capacity-building.pdf,2022,2026,2024,Capacity Building to Support Marine Litter Reduction in the ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_giz_de_Capacity_Building_to_Support_Marine_Litter_Reducti.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022–2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022–2026.",[]
Brazil,2022-2026,https://www.globalcompliancenews.com/2024/08/21/brazil-new-federal-law-establishes-guidelines-for-drawing-up-climate-change-adaptation-plans/,2022,2026,2024,Brazil: New federal law establishes guidelines for drawing ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_globalcompliancenews_com_Brazil_New_federal_law_establishes_guidelines_for_.txt,False,False,False,,80.0,0.0,climate change adaptation law,adopted,national,cross-sectoral,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors related to chemicals, waste, or pollution.","There is no explicit link between UNEP and the development/adoption/revision/implementation of the policy, law, regulation, strategy, or framework in Brazil during 2022–2026.","[""Federal Law No. 14.904/2024 was published. The law establishes guidelines for the preparation of climate change adaptation plans""]"
Brazil,2022-2026,https://www.gov.uk/government/publications/international-environmental-protection-report/international-environmental-protection-report-april-2022-to-march-2024,2022,2026,2024,International environmental protection report (April 2022 to ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_gov_uk_International_environmental_protection_report_Apri.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022-2026.",[]
Brazil,2022-2026,https://www.lifecycleinitiative.org/may-june-2025-lc-net-newsletter/,2022,2026,2024,May/June 2025 LC Net Newsletter,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_lifecycleinitiative_org_May_June_2025_LC_Net_Newsletter.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil in 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://www.linkedin.com/posts/jacob-olonde-69494a30_welcome-to-the-new-green-year-2025-to-address-activity-7282020198944002048-dPbG,2022,2026,2024,"Welcome to the New Green Year, 2025 | Jacob Olonde",UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_linkedin_com_Welcome_to_the_New_Green_Year_2025_Jacob_Olonde.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://www.linkedin.com/posts/melissa-owen_pfas-latinamerica-pfos-activity-7300099719697944576-exA9,2022,2026,2024,"Brazil introduces first PFAS bill, focuses on PFOS",UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_linkedin_com_Brazil_introduces_first_PFAS_bill_focuses_on_PFOS.txt,True,False,False,,80.0,0.0,chemicals management policy,developing,national,environment,"The document discusses Brazil's introduction of a PFAS bill in 2023, which aims to regulate PFAS emissions, use, production, and disposal. The bill has been presented to three Committees in the Chamber of Deputies and has progressed to the Environment Committee for review.",There is no explicit mention of UNEP's involvement or support in the development of Brazil's PFAS bill or the National Implementation Plan for POPs.,"[""Brazil introduces first PFAS bill, focuses on PFOS"", ""Presented in late June 2023 and set for review by three Committees in the Chamber of Deputies"", ""the bill has not moved very fast"", ""the rapporteur (relatora) in the first of the three Committees – Environment Sustainable Development – moved for approval of a substitute version"", ""Brazil incorporated PFOS, a member of the PFAS family, in its most recent National Implementation Plan for POPs""]"
Brazil,2022-2026,https://www.mcci.org/media/321904/waste-plastic-free-report-web-version-2803.pdf,2022,2026,2024,Waste Plastic Free Mauritius,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_mcci_org_Waste_Plastic_Free_Mauritius.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022–2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022–2026.","[""The document is about Mauritius, not Brazil.""]"
Brazil,2022-2026,https://www.mdpi.com/2073-4441/17/10/1547,2022,2026,2024,International Legal Systems in Tackling the Marine Plastic ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_mdpi_com_International_Legal_Systems_in_Tackling_the_Marine.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022–2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2022–2026.,[]
Brazil,2022-2026,https://www.mitsui.com/jp/en/sustainability/sustainabilityreport/2024/pdf/en_sustainability_2024.pdf,2022,2026,2024,Sustainability Report 2024,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_mitsui_com_Sustainability_Report_2024.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain any relevant information about chemicals, waste, circular economy, or pollution policies in Brazil for the period 2022-2026.","There is no mention of UNEP in relation to any policy, law, or regulation in the provided text.",[]
Brazil,2022-2026,https://www.nist.gov/document/nistir8438fy21,2022,2026,2024,Twenty-Fifth Annual Report on Federal Agency Use of ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_nist_gov_Twenty_Fifth_Annual_Report_on_Federal_Agency_Use_o.txt,False,False,False,,0.0,0.0,none,none,national,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022-2026.","[""No relevant evidence found""]"
Brazil,2022-2026,https://www.npc.gov.na/wp-content/uploads/2022/06/Environmental-Law-and-Policy-in-Namibia-2011-1.pdf,2022,2026,2024,"Environmental Law and Policy in Namibia, 2011",in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_npc_gov_na_Environmental_Law_and_Policy_in_Namibia_2011.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document is not about Brazil and does not contain any relevant information about chemicals, waste, or pollution policies.",There is no explicit link to UNEP or any relevant information about Brazil's policies.,[]
Brazil,2022-2026,https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/07/regional-plastics-outlook-for-southeast-and-east-asia_2e7d80a6/5a8ff43c-en.pdf,2022,2026,2024,Regional Plastics Outlook for Southeast and East Asia,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_oecd_org_Regional_Plastics_Outlook_for_Southeast_and_East_A.txt,False,False,False,,0.0,0.0,none,none,global,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022–2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022–2026.",[]
Brazil,2022-2026,https://www.oecd.org/en/publications/regional-plastics-outlook-for-southeast-and-east-asia_5a8ff43c-en/full-report/the-landscape-of-current-policies-to-tackle-plastic-pollution_408249bf.html,2022,2026,2024,Regional Plastics Outlook for Southeast and East Asia,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_oecd_org_Regional_Plastics_Outlook_for_Southeast_and_East_A.txt,False,False,False,,0.0,0.0,none,none,global,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2022–2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022–2026.","[""The document is a general report on plastic pollution in Southeast and East Asia, and does not specifically mention Brazil or provide evidence of policies, laws, or regulations related to chemicals, waste, or pollution in Brazil.""]"
Brazil,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/from-crm/UNEP_2022_%2520SPP_Global_Review_Part_1_0.pdf,2022,2026,2024,2022 GLOBAL REVIEW,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_2022_GLOBAL_REVIEW.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil during 2022-2026.",No explicit link to UNEP found in the context of SP3.1 policy/law/regulation outcomes in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://www.researchgate.net/publication/357844343_Waste_management_in_fashion_and_textile_industry_Recent_advances_and_trends_life-cycle_assessment_and_circular_economy,2022,2026,2024,(PDF) Waste management in fashion and textile industry,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_researchgate_net__PDF_Waste_management_in_fashion_and_textile_indus.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.",There is no explicit link between UNEP and any policy/law/regulation outcome in the document.,[]
Brazil,2022-2026,https://www.sciencedirect.com/science/article/pii/S2666188825006847,2022,2026,2024,An analysis of the legal and management aspects of plastic ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_sciencedirect_com_An_analysis_of_the_legal_and_management_aspects_of.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"The document does not contain any information related to chemicals, waste, circular economy, or pollution policies in Brazil for the period 2022-2026.",The document does not mention UNEP or any related activities.,[]
Brazil,2022-2026,https://www.un.org/en/climatechange/reports,2022,2026,2024,Climate Reports,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_un_org_Climate_Reports.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www.undp.org/sites/g/files/zskgke326/files/2022-03/UNDP-GEF-Transitioning-to-a-Circular-Economy-Through-Chemical-and-Waste-Management.pdf,2022,2026,2024,TRANSITIONING TO A CIRCULAR ECONOMY THROUGH ...,UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_undp_org_TRANSITIONING_TO_A_CIRCULAR_ECONOMY_THROUGH_.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2022-2026.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2022-2026.","[""No relevant evidence found.""]"
Brazil,2022-2026,https://www.unep.org/annualreport/2022,2022,2026,2024,"UNEP, annual report, 2022",UNEP supported Brazil hazardous waste regulation adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_unep_org_UNEP_annual_report_2022.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2022-2026,https://www.unep.org/news-and-stories/press-release/unep-and-ministry-environment-sign-agreement-reinforce-environmental,2022,2026,2024,UNEP and Ministry of Environment sign agreement to ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_unep_org_UNEP_and_Ministry_of_Environment_sign_agreement_to.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2022-2026,https://www.unep.org/topics/chemicals-and-pollution-action/chemicals-management/pollution-and-health/heavy-metals/global,2022,2026,2024,Global Alliance to Eliminate Lead Paint,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_unep_org_Global_Alliance_to_Eliminate_Lead_Paint.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil for 2022-2026.",No explicit link to UNEP found in relation to SP3.1 outcomes for Brazil in 2022-2026.,[]
Brazil,2022-2026,https://www.unido.org/sites/default/files/files/2022-01/REM_LATAM_2021_ENG_Final_dec_10.pdf,2022,2026,2024,"REGIONAL E-WASTE MONITOR for Latin-America, 2021",in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_unido_org_REGIONAL_E_WASTE_MONITOR_for_Latin_America_2021.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2022-2026,https://www.who.int/publications/i/item/978924005002,2022,2026,2024,Update on the global status of legal limits on lead in paint ...,in partnership with UNEP Brazil lead paint regulation promulgated policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2022-01-01 before:2026-01-01,www_who_int_Update_on_the_global_status_of_legal_limits_on_lea.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Ghana,2018-2022,https://academic.oup.com/ieam/article/20/1/9/7725080,2018,2022,2020,Solid waste management in the context of the waste hierarchy ...,UNEP provided technical assistance Ghana air pollution control policy adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,academic_oup_com_Solid_waste_management_in_the_context_of_the_waste.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Ghana during 2018-2022.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Ghana during 2018-2022.",[]
Ghana,2018-2022,https://apps1.unep.org/resolutions/uploads/unep_aheg_2018_1_inf_4_unea2_edited.pdf,2018,2022,2020,United Nations Environment Assembly of the ...,UNEP provided technical assistance Ghana air pollution control policy adopted policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt,False,False,False,,0.0,0.0,none,none,global,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Ghana during 2018-2022.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Ghana during 2018-2022.","[""The document is a report on marine plastic debris and microplastics, focusing on global lessons and research to inspire action and guide policy change. It does not mention Ghana or any specific policies, laws, or regulations related to chemicals, waste, or pollution control in Ghana.""]"
