Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Kenya,https://climateactiontracker.org/countries/kenya/2021-09-15/policies-action/,We rate Kenya's policies and action as “1.5°C Paris Agreement compatible”. The “1.5°C Paris Agreement compatible” rating indicates that Kenya's climate ...,https://climateactiontracker.org › kenya › policies-action,climateactiontracker_org_Kenya.txt,True,False,80,0,climate change mitigation strategy / adaptation strategy / legal framework,adopted / implemented,national,"The document provides evidence of Kenya's climate policies and actions, including the Climate Change Act (2016), the National Climate Change Action Plan (NCCAP) 2018-2022, and sectoral strategies. These policies aim to promote climate-resilient low-carbon economic development and support the implementation of Kenya's NDC.",There is no explicit mention of UNEP's involvement in the development or implementation of Kenya's climate policies and strategies.,"[""The Kenyan Government had already adopted the Climate Change Act (2016), which provides a framework for the promotion of climate-resilient low-carbon economic development"", ""The second and most recent NCCAP covers the period between 2018-2022 and its main objective is to guide climate action during that time and support the implementation of Kenya’s NDC"", ""The Ministry of Agriculture’s Climate Smart Agriculture (CSA) Strategy 2017-2026 is considered a tool to implement mitigation actions in the agriculture sector in contribution to Kenya’s NDC""]"
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,"Ministry of Environment, Natural Resources Conservation ...",https://www.facebook.com/www.mewt199.co.bw/posts/national-climate-change-policy-underwaythe-ministry-of-environmentnatural-resour/3896621897082119/,"The Ministry of Environment,Natural Resources Conservation and Tourism has developed a National Climate Change Policy in an effort to counter the negative ...",40+ reactions,www_facebook_com_Ministry_of_Environment_Natural_Resources_Conserva.txt,True,False,80,0,climate change policy,developed,national,"The Ministry of Environment, Natural Resources Conservation and Tourism has developed a National Climate Change Policy.",No explicit link to UNEP,"[""NATIONAL CLIMATE CHANGE POLICY UNDERWAY"", ""The Ministry of Environment,Natural Resources Conservation and Tourism has developed a National Climate Change Policy""]"
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,UNEP.pdf,https://www.un.org/Depts/los/general_assembly/contributions_2019/UNEP.pdf,"The project engages national and local governments, plastic producers and retailers, and civil society to develop inclusive and equitable market-based solutions ...",https://www.un.org › los › contributions_2019,www_un_org_UNEP_pdf.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya during 2018-2022.","There is no explicit link between UNEP and climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya during 2018-2022.",[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Urban Planning Law for Climate Smart Cities,https://unhabitat.org/sites/default/files/2022/10/final_urban_planning_law_for_climate_smart_cities.pdf,"Plan into sectoral strategies, action plans and other implementation ... legally approved urban plans, zoning regulations and evidence from climate.",https://unhabitat.org › default › files › 2022/10 › f...,unhabitat_org_Urban_Planning_Law_for_Climate_Smart_Cities.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Kenya's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted between 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework adoption in Kenya during 2018-2022.,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,INSTITUTIONAL CAPACITIES FOR NDC IMPLEMENTATION,https://transparency-partnership.net/system/files/document/UNEP%20DTUP%202018_%20Institutional%20Capacities%20For%20NDC%20Implementation.pdf,"Kenya's review of its regulatory framework. Kenya's “National Climate Change Action Plan 2013-2017” is the country's first action plan on climate change, ...",https://transparency-partnership.net › document,transparency-partnership_net_INSTITUTIONAL_CAPACITIES_FOR_NDC_IMPLEMENTATION.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,First Global Report,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,"This new report on the Environmental. Rule of Law will help us improve compliance with environmental law, which is essential to ensuring protection of ...",https://environmentalmigration.iom.int › files › e...,environmentalmigration_iom_int_First_Global_Report.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Action for climate empowerment: guidelines ...,https://unesdoc.unesco.org/ark:/48223/pf0000246435,"The research should focus on relevant legal and institutional frameworks, coordinating mechanisms, strategies, plans, policies and programmes. These can be ...",https://unesdoc.unesco.org › ark:,unesdoc_unesco_org_Action_for_climate_empowerment_guidelines_.txt,False,False,0,0,none,none,unclear,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya in 2018-2022.",The document does not mention UNEP or any link to climate policy/strategy/legal framework in Kenya during 2018-2022.,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Disaster Risk Reduction and Climate Change Adaptation,https://www.undrr.org/media/47688/download,"To this end, the chapter looks at integration of CCA into DRR strategies in countries whom have validated a DRR strategy before 2020. Conversely, the chapter ...",https://www.undrr.org › media › download,www_undrr_org_Disaster_Risk_Reduction_and_Climate_Change_Adaptat.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,State of the Environment and Development in ...,https://planbleu.org/wp-content/uploads/2020/11/SoED-Full-Report.pdf,"The UNEP/MAP-Barcelona Convention system continues to offer the enabling legal and implementation framework to enact the required changes. In fact, much remains ...",https://planbleu.org › 2020/11 › SoED-Full-Report,planbleu_org_State_of_the_Environment_and_Development_in_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Green Development Guidance for BRI Projects Baseline ...,http://en.brigc.net/Reports/Report_Download/2020/202012/P020210202120471013629.pdf,"BRIGC aims to establish a policy dialogue and communication platform, an environmental knowledge and information platform, and a green technology exchange and ...",http://en.brigc.net › Reports › Report_Download,en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Kenya's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework.",There is no explicit link between UNEP and strengthening/enabling the SP1.2 policy/strategy/legal framework outcome in Kenya during 2018–2022.,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Demystifying Finance for Circular Economies,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,The United Nations Environment Programme Finance Initiative (UNEP FI) is a partnership between UNEP and the global financial sector to mobilize private ...,https://www.unepfi.org › uploads › 2021/03 › U...,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,kenya: strengthening institutional arrangements for ...,https://climateactiontransparency.org/resources/kenya-mrv-institutions/,"The MRV system will track progress toward achieving Kenya's mitigation and adaptation goals and. NDC, improve understanding of the climate and sustainable ...",https://climateactiontransparency.org › resources,climateactiontransparency_org_kenya_strengthening_institutional_arrangements_for.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Kenya Country Environmental Analysis - World Bank Document,https://documents1.worldbank.org/curated/en/939861592515485722/pdf/Kenya-Country-Environmental-Analysis.pdf,"diture framework (MTEF) provides the framework for linking the green economy strategy, planning, and policies, and the national budget process. 120 MEMR ...",https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_Kenya_Country_Environmental_Analysis_World_Bank_Do.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,GCA State and Trends in Adaptation Report 2021: Africa,https://gca.org/wp-content/uploads/2021/10/GCA_State-and-Trends-in-Adaptation-2021-Africa_full-report_low-res.pdf,"It presents a detailed blueprint for action by offering innovative adaptation and resilience ideas, solutions, and policy recommendations. ... climate change ...",https://gca.org › wp-content › uploads › 2021/10,gca_org_GCA_State_and_Trends_in_Adaptation_Report_2021_Afr.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,National Climate Change Framework Policy,http://aiap.or.ke/wp-content/uploads/2018/10/Climate-Change-Framework-PolicyMay2017.pdf,Kenya's climate change response efforts and Action Plans. (vi) Provide a framework to mobilise resources for Kenya's climate change response and ensure ...,http://aiap.or.ke › wp-content › uploads › 2018/10,aiap_or_ke_National_Climate_Change_Framework_Policy.txt,True,False,80,0,National Climate Change Framework Policy,adopted,national,"The document provides a comprehensive framework for addressing climate change in Kenya, including mitigation, adaptation, and disaster risk reduction strategies. It outlines policy statements and guidelines for various sectors, such as low carbon growth, climate resilience, and mainstreaming climate change into planning processes.",There is no explicit mention of UNEP's role in supporting or enabling the adoption of the National Climate Change Framework Policy in Kenya.,"[""The Government of Kenya has developed this National Climate Change Framework Policy to provide a clear and concise articulation of overall response priorities to climate variability and change."", ""The Policy aims to enhance adaptive capacity and build resilience to climate variability and change, while promoting a low carbon development pathway."", ""The Policy provides a framework to guide the development and implementation of specific, detailed and costed climate change interventions through regular and periodic Climate Change Action Plans.""]"
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Independent evaluation of the adaptation portfolio and ...,https://ieu.greenclimate.fund/sites/default/files/document/210223-adaptation-final-report-top.pdf,This evaluation is a product of the Independent Evaluation Unit at the Green Climate Fund (IEU/GCF). It is part of a larger effort to provide open access to its ...,https://ieu.greenclimate.fund › files › document,ieu_greenclimate_fund_Independent_evaluation_of_the_adaptation_portfolio.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Enabling Policy and Regulatory Framework,https://www.kccap.info/index_option_com_phocadownload_view_category_id_39.html,Climate Change Action Plan - Kenya · Enabling Policy and Regulatory Framework · Climate Change Action Plan · National Adaptation Plan · NCCAP Reports · Quick Links.,https://www.kccap.info › index_option_com_phocadow...,www_kccap_info_Enabling_Policy_and_Regulatory_Framework.txt,True,False,80,0,climate change action plan / national adaptation plan / low carbon climate resilient pathway,developed / launched,national,"The document provides evidence of Kenya's climate change policies and plans, including the Climate Change Action Plan, National Adaptation Plan, and Long-Term National Low Carbon Climate Resilient Pathway.",There is no explicit mention of UNEP's role in supporting or enabling the adoption of these climate policies and plans.,"[""Climate Change Action Plan"", ""National Adaptation Plan"", ""Long-Term National Low Carbon Climate Resilient Pathway"", ""Enabling Policy and Regulatory Framework""]"
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Republic of Kenya Land Degradation Neutrality Target ...,https://www.unccd.int/sites/default/files/ldn_targets/2020-09/Kenya%20LDN%20TSP%20Final%20Report%20%28English%29.pdf,"This document has been prepared with the support of the Land Degradation Neutrality Target Setting. Programme (LDN TSP), a partnership initiative ...",https://www.unccd.int › sites › files › ldn_targets,www_unccd_int_Republic_of_Kenya_Land_Degradation_Neutrality_Targ.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Private-sector action in adaptation: Perspectives on the ...,https://unepccc.org/wp-content/uploads/2019/04/msme-adaptation-updated-web-2.pdf,"Strategy: Adaptation (Innovation to lesser extent). The Kenyan government developed specific national climate change policies, strategies and action plans.",https://unepccc.org › uploads › 2019/04 › msme...,unepccc_org_Private_sector_action_in_adaptation_Perspectives_o.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE RESPONSE STRATEGY ...,https://www.taees.org/wp-content/uploads/2021/09/NCCRS-2021-2026_-Final_PK.pdf,"Climate Change Adaptation Strategy and Action Plan, 2018. Others are the EAC ... Banks and investors, in particular, need a clear regulatory framework on climate ...",https://www.taees.org › uploads › 2021/09 › NCC...,www_taees_org_NATIONAL_CLIMATE_CHANGE_RESPONSE_STRATEGY_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Global adaptation governance: An emerging but contested ...,https://weadapt.org/wp-content/uploads/2023/05/globaladaptationgovernance_0.pdf,"Abstract. Adaptation to climate change has steadily risen on global policy agendas and entered a new era with the 2015 Paris Agreement, which established a ...",https://weadapt.org › uploads › 2023/05 › global...,weadapt_org_Global_adaptation_governance_An_emerging_but_conte.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NATIONAL ADAPTATION PLANS,https://unfccc.int/sites/default/files/resource/UNHabitat_Addressing_urban_human_settlements_issues_in_NAPs.pdf,"Explanation of the Framework's Four Elements urban- and climate-related policies, strategies and frameworks, as well as relevant legislative instruments ...",https://unfccc.int › sites › default › files › resource,unfccc_int_NATIONAL_ADAPTATION_PLANS.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,republic of south sudan - national biodiversity strategy and ...,https://www.cbd.int/doc/world/ss/ss-nbsap-01-en.pdf,Our distribution policy aims to reduce UNEP's carbon footprint. Page 3. THE REPUBLIC OF SOUTH SUDAN. NATIONAL BIODIVERSITY STRATEGY. AND ACTION PLAN.,https://www.cbd.int › doc › world › ss-nbsap-01-en,www_cbd_int_republic_of_south_sudan_national_biodiversity_stra.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,regional model policy/legal framework for - FAOLEX,https://faolex.fao.org/docs/pdf/igad215606.pdf,"Strategy and Action Plan of Kenya is already underway and has been very inclusive - involving participation of key stakeholders such as policy makers, local ...",https://faolex.fao.org › docs › pdf › igad215606,faolex_fao_org_regional_model_policy_legal_framework_for_FAOLEX.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Nature-based solutions for climate change mitigation,https://www.oneplanetnetwork.org/sites/default/files/from-crm/NBSCCM.pdf,"With strategic planning, evidence-based action, and engagement of local communities, solutions based on nature can create jobs and stable livelihoods, and ...",https://www.oneplanetnetwork.org › NBSCCM,www_oneplanetnetwork_org_Nature_based_solutions_for_climate_change_mitigati.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Progress on Integrated Water Resources Management,https://www.unwater.org/sites/default/files/app/uploads/2021/09/SDG6_Indicator_Report_651_Progress-on-Integrated-Water-Resources-Management_2021_EN.pdf,"Legal frameworks: Develop or update laws to reflect progressive, coordinated water resources management approaches, and ensure policy alignment between existing ...",https://www.unwater.org › uploads › 2021/09,www_unwater_org_Progress_on_Integrated_Water_Resources_Management.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NATIONAL REDD+ STRATEGY,https://www.un-redd.org/sites/default/files/2022-05/NATIONAL%20REDD%2B%20STRATEGY%202022.pdf,This strategy describes Kenya's proposed approach for implementing the REDD+ programme. As a developing country aiming to achieve low emissions development ...,https://www.un-redd.org › sites › default › files,www_un-redd_org_NATIONAL_REDD_STRATEGY.txt,True,False,81,0,National REDD+ Strategy,adopted,national,"The document provides explicit evidence of Kenya's adoption of a climate change mitigation strategy, specifically the National REDD+ Strategy, which aims to reduce emissions from deforestation and forest degradation.",There is no explicit link between UNEP and the adoption or implementation of the National REDD+ Strategy in Kenya.,"[""The National REDD+ Strategy describes Kenya’s proposed approach for implementing the REDD+ programme."", ""Kenya submitted a Forest Reference Level to the UNFCCC in 2020 based on data and methods from the National Forest Monitoring System."", ""The final version of the NFMS document is ready, and the development of a safeguard information system finalized."", ""The strategy has built on existing documentation of the REDD+ mechanism, providing a way for the forestry sector towards a results-based payment programme.""]"
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,UNDP Climate Promise Progress Report,https://www.undp.org/sites/g/files/zskgke326/files/2021-05/undp-climate-promise-progress-report-april-2021.pdf,"These reforms include strengthening institutions and policies, developing policies and legislation for climate action and long-term sustainable development, ...",https://www.undp.org › files › zskgke326 › files,www_undp_org_UNDP_Climate_Promise_Progress_Report.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Regional Strategy and Action Plan for Mainstreaming ...,https://www.gfdrr.org/sites/default/files/publication/Regional%20Strategy%20and%20Action%20Plan%20for%20Mainstreaming%20Gender%20in%20DRM%20and%20CCA-Final_EN.pdf,"levels in accordance with relevant frameworks, policies, laws and regulations; c) Helping to develop and support public awareness and culture of prevention ...",https://www.gfdrr.org › default › files › publication,www_gfdrr_org_Regional_Strategy_and_Action_Plan_for_Mainstreamin.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Sand and Sustainability: Finding new solutions for ...,https://unepgrid.ch/storage/app/media/documents/Sand_and_sustainability_UNEP_2019.pdf,Improving sustainable consumption and production of sand resources does not imply waiting for new global laws or rules to enable international cooperation.,https://unepgrid.ch › app › media › documents,unepgrid_ch_Sand_and_Sustainability_Finding_new_solutions_for_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Adaptation and development pathways for different types of ...,https://www.sciencedirect.com/science/article/pii/S1462901119305209,"This paper identifies several illustrative adaptation and development pathways, recognising the variety of starting points of different types of farmers.",https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_Adaptation_and_development_pathways_for_different_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Options under International Law to Increase Resource ...,https://www.umweltbundesamt.de/system/files/medien/5750/publikationen/2021-06-29_texte_102-2021_voeress.pdf,The study provides a legal and political science perspective to anchoring RE more strongly at the international level. We assess how public international law ...,https://www.umweltbundesamt.de › publikationen,www_umweltbundesamt_de_Options_under_International_Law_to_Increase_Resour.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,LESSONS IN MULTILATERAL EFFECTIVENESS,https://www.mopan.org/content/dam/mopan/en/publications/our-work/insights/lme-climate/mopan-lme-climate-change-volume2.pdf,"This study was conducted by the Multilateral Organisation Performance. Assessment Network (MOPAN) under the overall strategic guidance of. Suzanne Steensen, ...",https://www.mopan.org › insights › lme-climate,www_mopan_org_LESSONS_IN_MULTILATERAL_EFFECTIVENESS.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya launched the National Climate Change Action Plan ...,https://www.facebook.com/EnvironmentClimateChangeForestryKenya/posts/kenya-launched-the-national-climate-change-action-plan-iii-nccap-2023-2027-as-an/847621324213063/,Kenya launched the National Climate Change Action Plan III (NCCAP) (2023-2027) as an enabler in the implementation of the Nationally Determined Contributions ( ...,10+ reactions,www_facebook_com_Kenya_launched_the_National_Climate_Change_Action_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya Unveils Comprehensive Legal Framework to ...,https://ndcpartnership.org/news/kenya-unveils-comprehensive-legal-framework-accelerate-climate-action,"The NCCAP serves as the key planning document to mainstream and implement climate change actions. Kenya joined the NDC Partnership in 2017, and with Partnership ...",https://ndcpartnership.org › news › kenya-unveils-compr...,ndcpartnership_org_Kenya_Unveils_Comprehensive_Legal_Framework_to_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya's Initial Biennial Update Report,https://unfccc.int/sites/default/files/resource/Initial%20Biennial%20Update%20Report.pdf,"The policy and legal framework for adaptation includes three. National Climate Change Action Plans (2013-2017, 2018-2022,. 2023-2027), NAP (2015-2030), and ...",https://unfccc.int › sites › default › files › resource,unfccc_int_Kenya_s_Initial_Biennial_Update_Report.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya-NCCAP-2023-2027-1.pdf,https://emsi.co.ke/wp-content/uploads/2024/08/Kenya-NCCAP-2023-2027-1.pdf,The National Climate Change Action Plan 2023–2027 (NCCAP 2023–2027) presents the detailed priority actions that Kenya will embark on to address climate change ...,https://emsi.co.ke › uploads › 2024/08 › Kenya-...,emsi_co_ke_Kenya_NCCAP_2023_2027_1_pdf.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,The United Nations Environmental Program Efforts in ...,https://rsisinternational.org/journals/ijriss/articles/the-united-nations-environmental-program-efforts-in-the-implementation-of-multilateral-environmental-agreements-in-nairobi-city-county-kenya-1992-2022/,"The study concluded that the UNEP has enhanced Kenya's participation in international environmental debates, position Kenya as the regional leader on ...",https://rsisinternational.org › journals › ijriss › articles,rsisinternational_org_The_United_Nations_Environmental_Program_Efforts_i.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Assessing Kenya's Climate Adaptation and Mitigation ...,https://cgspace.cgiar.org/bitstreams/87a088cf-5364-4585-8179-cda154dc9cf2/download,"Together, these frameworks provide the legal, strategic, and financial backbone for integrating climate change into national and county planning while aligning ...",https://cgspace.cgiar.org › bitstreams › download,cgspace_cgiar_org_Assessing_Kenya_s_Climate_Adaptation_and_Mitigatio.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Adapting to a New Climate,https://www.unepfi.org/wordpress/wp-content/uploads/2022/11/Adapting-to-a-New-Climate.pdf,"In order to deliver a target-setting framework, UNEP FI outlines a set of next steps to deliver an initial framework over the next two years. Context. Finance ...",https://www.unepfi.org › uploads › 2022/11 › A...,www_unepfi_org_Adapting_to_a_New_Climate.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,"UNEP, annual report, 2022",https://www.unep.org/annualreport/2022,"Drawing upon the strength of its partnerships, UNEP worked with Member States to make good on promises to mitigate and adapt to climate change, protect and ...",https://www.unep.org › annualreport,www_unep_org_UNEP_annual_report_2022.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,In search of a sustainable future: A comparative ...,https://onlinelibrary.wiley.com/doi/full/10.1111/reel.12545,"As a result, Kenya and Nigeria now have statutes that focus on climate change mitigation and adaptation. Both countries are also parties to the Paris Agreement.",https://onlinelibrary.wiley.com › doi › full › reel,onlinelibrary_wiley_com_In_search_of_a_sustainable_future_A_comparative_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,CLIMATE CHANGE ACTION PLAN 2023 - 2027,https://www.nyeri.go.ke/wp-content/uploads/2025/12/Nyeri-County-CCAP-Report-2023-2027-4.pdf,"The Nyeri County Climate Change Action Plan aims to provide a strategic framework for reducing greenhouse gas emissions, enhancing climate change resilience, ...",https://www.nyeri.go.ke › uploads › 2025/12 › N...,www_nyeri_go_ke_CLIMATE_CHANGE_ACTION_PLAN_2023_2027.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,KENYA'S THIRD NATIONAL COMMUNICATION (NC3),https://unfccc.int/sites/default/files/resource/MoECCF%20Kenya%20National%20Communication.pdf,"Kenya enacted its climate change law, the Climate Change Act, in. 2016, which it revised in 2023 to integrate carbon markets. The. Act is applied for the ...",https://unfccc.int › sites › default › files › resource,unfccc_int_KENYA_S_THIRD_NATIONAL_COMMUNICATION_NC3_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya backs UNEP's new Medium-Term Strategy to steer ...,https://www.kbc.co.ke/kenya-backs-uneps-new-medium-term-strategy-to-steer-global-environmental-action/,Kenya has thrown its full support behind the development and approval of a new global environmental blueprint as the 7th Session of the United Nations ...,https://www.kbc.co.ke › Blog,www_kbc_co_ke_Kenya_backs_UNEP_s_new_Medium_Term_Strategy_to_ste.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,UNEP Medium-Term Strategy,https://www.unep.org/resources/unep-medium-term-strategy,The Medium-Term Strategy (MTS) of the United Nations Environment Programme (UNEP) outlines the organization's vision for addressing the triple planetary crisis.,https://www.unep.org › resources › unep-medium-term...,www_unep_org_UNEP_Medium_Term_Strategy.txt,False,False,0,0,none,none,unclear,,,[]
