Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,climate_relevant,unep_attributed,attributable_relevant_doc,sd,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Ghana,2018-2022,https://unhabitat.org/sites/default/files/2022/06/un-habitat_2022_catalogue_of_services_digital-compressed.pdf,2018,2022,2020,2022 CATALOGUE OF SERVICES,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unhabitat_org_2022_CATALOGUE_OF_SERVICES.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.",There is no explicit link between UNEP and any climate-related policy or strategy in Ghana during 2018-2022.,[]
Ghana,2018-2022,https://unsdg.un.org/sites/default/files/2020-08/Integrating-DRR-CCA-in-CFs-web.pdf,2018,2022,2020,Disaster Risk Reduction and Climate Change Adaptation ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unsdg_un_org_Disaster_Risk_Reduction_and_Climate_Change_Adaptat.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not provide explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2018-2022.",[]
Ghana,2018-2022,https://weadapt.org/solutions-portal/addressing-the-risk-of-climate-induced-disasters-through-enhanced-national-and-local-capacity-for-effective-actions/,2018,2022,2020,Addressing the Risk of Climate-induced Disasters through ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,weadapt_org_Addressing_the_Risk_of_Climate_induced_Disasters_t.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document is not about Ghana, but about Bhutan. It discusses a project implemented in Bhutan from 2014-2019, which does not match the required time window of 2018-2022 for Ghana.",There is no mention of UNEP in the document as being involved in the project or activities described.,[]
Ghana,2018-2022,https://www.efdinitiative.org/sites/default/files/publications/gcoii_synth.pdf,2018,2022,2020,Global Chemicals OutlooK II,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_efdinitiative_org_Global_Chemicals_OutlooK_II.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2018-2022.","[""The document is about the Global Chemicals Outlook II, which focuses on the sound management of chemicals and waste, but does not discuss climate change policies or strategies for Ghana.""]"
Ghana,2018-2022,https://www.eird.org/americas/docs/unisdr-annual-report-2018-e-version.pdf,2018,2022,2020,United Nations Office for Disaster Risk Reduction 2018 ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_eird_org_United_Nations_Office_for_Disaster_Risk_Reduction_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2018-2022.",[]
Ghana,2018-2022,https://www.elibrary.imf.org/view/journals/001/2021/217/article-A001-en.xml,2018,2022,2020,Climate Change in South Asia: Further Need for Mitigation ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_elibrary_imf_org_Climate_Change_in_South_Asia_Further_Need_for_Miti.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.facebook.com/GhaCIC/posts/read-undpghanas-mechanisms-to-ensure-resilience-in-development-and-reduce-vulner/2708865236055932/,2018,2022,2020,Read @UNDPGhana's mechanisms to ensure resilience in ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_facebook_com_Read_UNDPGhana_s_mechanisms_to_ensure_resilience_i.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Ghana during 2018-2022.",There is no explicit link between UNEP and any climate policy/strategy/legal framework outcome in Ghana during 2018-2022.,[]
Ghana,2018-2022,https://www.facebook.com/News5Live/posts/the-launch-of-a-draft-redd-strategy-plan-but-the-closure-of-the-first-phase-mean/4397804770340360/,2018,2022,2020,The Launch of a Draft REDD+ Strategy Plan But ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_facebook_com_The_Launch_of_a_Draft_REDD_Strategy_Plan_But_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2018-2022.","There is no mention of UNEP's involvement in climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2018-2022.",[]
Ghana,2018-2022,https://www.gdr-po.cnrs.fr/docs/UNEP_2021.pdf,2018,2022,2020,FROM POLLUTION TO SOLUTION,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_gdr-po_cnrs_fr_FROM_POLLUTION_TO_SOLUTION.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2018-2022,https://www.gfdrr.org/sites/default/files/publication/ECOWAS%20GSAP_EN_Final.pdf,2018,2022,2020,ECOWAS Disaster Risk Reduction Gender Strategy and ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_gfdrr_org_ECOWAS_Disaster_Risk_Reduction_Gender_Strategy_and.txt,True,False,False,,40.0,0.0,disaster risk reduction strategy,developed,national,"The document discusses the ECOWAS Disaster Risk Reduction Gender Strategy and Action Plan 2020-2030, which aims to mainstream gender into disaster risk reduction efforts in West Africa. While it does not specifically mention Ghana, it provides a framework for gender-responsive disaster risk reduction in the region.",There is no explicit mention of UNEP's role in supporting the development or implementation of the ECOWAS Disaster Risk Reduction Gender Strategy and Action Plan 2020-2030.,"[""ECOWAS Disaster Risk Reduction Gender Strategy and Action Plan 2020-2030"", ""gender-responsive disaster risk reduction"", ""mainstreaming gender into disaster risk reduction efforts""]"
Ghana,2018-2022,https://www.globalshield.org/wp-content/uploads/2024/01/2024-01-16_GS-ICP-Ghana_Gap-Analysis_Final.pdf,2018,2022,2020,Gap Analysis Report,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_globalshield_org_Gap_Analysis_Report.txt,True,False,False,,0.0,0.0,none,none,national,"The document does not provide explicit evidence of climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted, approved, enacted, endorsed, launched, implemented, or otherwise officially put in place in Ghana during 2018-2022.","There is no explicit link between UNEP and the adoption, approval, enactment, endorsement, launch, implementation, development, strengthening, or operationalization of climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks in Ghana during 2018-2022.","[""No specific climate policy or UNEP attribution evidence found.""]"
Ghana,2018-2022,https://www.gn-sec.net/sites/default/files/documents/files/120222_nreap_stp_english.pdf,2018,2022,2020,National Renewable Energy Action Plan (NREAP) of São ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_gn-sec_net_National_Renewable_Energy_Action_Plan_NREAP_of_S_o.txt,False,False,False,,0.0,0.0,none,none,none,"The document is about São Tomé and Príncipe, not Ghana, and does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana.",[]
Ghana,2018-2022,https://www.greenpolicyplatform.org/sites/default/files/downloads/resource/irp-mineral_resource_governance-full_report-feb2020_compressed_compressed%20(1).pdf,2018,2022,2020,Mineral Resource Governance in the 21st Century,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_greenpolicyplatform_org_Mineral_Resource_Governance_in_the_21st_Century.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2018-2022.",[]
Ghana,2018-2022,https://www.iaea.org/sites/default/files/21/09/nuclear-science-and-technology-for-climate-adaptation-and-resilience.pdf,2018,2022,2020,nuclear-science-and-technology-for-climate-adaptation- ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_iaea_org_nuclear_science_and_technology_for_climate_adaptat.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Ghana during 2018-2022.,[]
Ghana,2018-2022,https://www.iges.or.jp/en/publication_documents/pub/policyreport/en/11066/Best+Practices+for+SWM_Guide+for+Decision+Makers+in+Developing+Countries_Oct+20_0.pdf,2018,2022,2020,Best Practices for Solid Waste Management,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_iges_or_jp_Best_Practices_for_Solid_Waste_Management.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2018-2022.",There is no explicit link between UNEP and any climate-related policy or strategy in Ghana during 2018-2022.,"[""No relevant evidence found.""]"
Ghana,2018-2022,https://www.ipcc.ch/sr15/chapter/chapter-4/,2018,2022,2020,Chapter 4 — Global Warming of 1.5 ºC,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Ghana during 2018-2022.,[]
Ghana,2018-2022,https://www.sciencedirect.com/science/article/pii/S0169204621001985,2018,2022,2020,Mainstreaming nature-based solutions for climate resilient ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Mainstreaming_nature_based_solutions_for_climate_r.txt,False,False,False,,0.0,0.0,none,none,unclear,The document does not contain any information about Ghana or climate policies.,The document does not mention UNEP or any climate-related activities.,[]
Ghana,2018-2022,https://www.undp.org/ghana/publications/undp-ghana-newsletter-december-2018,2018,2022,2020,UNDP Ghana Newsletter- December 2018,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_undp_org_UNDP_Ghana_Newsletter_December_2018.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to climate mitigation strategy/policy/legal framework, climate adaptation strategy/policy/legal framework, or disaster risk reduction strategy/policy/legal framework for Ghana during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Ghana during 2018-2022.,[]
Ghana,2018-2022,https://www.undrr.org/media/47688/download,2018,2022,2020,Disaster Risk Reduction and Climate Change Adaptation,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_undrr_org_Disaster_Risk_Reduction_and_Climate_Change_Adaptat.txt,False,False,False,,0.0,0.0,none,none,unclear,The document does not contain any information related to Ghana or climate policies.,The document does not contain any information related to UNEP or climate policies.,[]
Ghana,2018-2022,https://www.unjiu.org/sites/www.unjiu.org/files/jiu_rep_2019_3_en.pdf,2018,2022,2020,Review of the integration of disaster risk reduction in the ...,UNEP implemented Ghana disaster risk reduction policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_unjiu_org_Review_of_the_integration_of_disaster_risk_reducti.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2018-2022.","[""The document does not contain relevant phrases related to climate change policies or UNEP attribution.""]"
Ghana,2022-2026,https://afripoli.org/community-resilience-integrating-local-approaches-into-ghanas-climate-change-adaptation-agenda,2022,2026,2024,Community Resilience: Integrating Local Approaches into ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,afripoli_org_Community_Resilience_Integrating_Local_Approaches_.txt,True,False,False,,81.0,0.0,"national adaptation plan, climate change policy, NDC implementation plan","adopted, approved, implemented",national,"The document provides explicit evidence of Ghana's efforts to adopt and implement climate change mitigation, adaptation, and disaster risk reduction strategies/policies/legal frameworks. The country's updated NDC, National Climate Change Policy, National Climate Change Adaptation Strategy, and National Adaptation Policy Framework are all relevant instruments. However, there is no explicit mention of UNEP's role in supporting these efforts.","There is no explicit link between UNEP and the adoption, approval, enactment, endorsement, launch, or implementation of climate change policies/strategies/legal frameworks in Ghana. The document does not provide evidence of UNEP's involvement in supporting Ghana's climate change efforts.","[""The updated NDC identifies several priority areas for adaptation, reflecting the nation's intent to tackle climate challenges comprehensively."", ""Ghana's National Climate Change Policy (NCCP), the 2012 National Climate Change Adaptation Strategy (NCCAS), the 2015 NDCs, the National Climate Change Master Plan Action Programmes for Implementation (2015–2020), and the National Adaptation Policy Framework (2018) guide climate actions and initiatives."", ""The research project 'Climate Change Adaptation: Strategies, Initiatives, and Practices' emphasizes the critical role of locally-led adaptation in Ghana's climate response.""]"
Ghana,2022-2026,https://au.int/sites/default/files/documents/41959-doc-CC_Strategy_and_Action_Plan_2022-2032_08_02_23_Single_Print_Ready.pdf,2022,2026,2024,AFRICAN UNION CLIMATE CHANGE AND RESILIENT ...,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,au_int_AFRICAN_UNION_CLIMATE_CHANGE_AND_RESILIENT_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://dicf.unepgrid.ch/ghana/green-economy,2022,2026,2024,Green economy / Ghana,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,dicf_unepgrid_ch_Green_economy_Ghana.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Ghana during 2022-2026.","There is no mention of UNEP in relation to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://digitalcommons.wcl.american.edu/context/auilr/article/1585/viewcontent/5_2_7.pdf,2022,2026,2024,The Role of the United Nations Environment Programme ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,digitalcommons_wcl_american_edu_The_Role_of_the_United_Nations_Environment_Program.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://digitallibrary.un.org/record/4047085,2022,2026,2024,African Union climate change and resilient development ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,digitallibrary_un_org_African_Union_climate_change_and_resilient_develop.txt,False,False,False,,0.0,0.0,none,none,global,"The document is about the African Union climate change and resilient development strategy and action plan (2022-2032), not specifically about Ghana.",There is no explicit link to UNEP in the document.,[]
Ghana,2022-2026,https://disasterdisplacement.org/wp-content/uploads/2022/10/ECOWAS-Regional-Climate-Strategy_FINAL_compressed.pdf,2022,2026,2024,ECOWAS Regional Climate Strategy (RCS) And Action ...,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,disasterdisplacement_org_ECOWAS_Regional_Climate_Strategy_RCS_And_Action_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://documents1.worldbank.org/curated/en/099325011162237062/pdf/P17598901bf31e0d0ad0a08f44fdf5dedf.pdf,2022,2026,2024,Ghana Climate Change Law and Development,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,documents1_worldbank_org_Ghana_Climate_Change_Law_and_Development.txt,True,False,False,,81.0,0.0,climate change law,adopted,national,"The document provides evidence of Ghana's efforts to adopt and implement climate change policies and laws, including the Ghana Climate Change Law and Development report, which aims to support the country's climate commitments and policy goals.",There is no explicit mention of UNEP's involvement in supporting Ghana's climate change policies or laws in the provided document.,"[""Ghana Climate Change Law and Development November 2022"", ""National Climate Change Policy of 2013 (NCCP)"", ""Low Carbon Development Strategy (2016)"", ""National Climate Change Master Plan (2015–2020)"", ""Updated NDC 2021""]"
Ghana,2022-2026,https://fsdafrica.org/wp-content/uploads/2025/05/Appendix-IV-LCARP-Phase-II-Report_compressed.pdf,2022,2026,2024,Lagos State Climate Adaptation and Resilience Plan ( ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,fsdafrica_org_Lagos_State_Climate_Adaptation_and_Resilience_Plan.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for the specified time period.,[]
Ghana,2022-2026,https://gca.org/wp-content/uploads/2022/03/Ghana_Roadmap-for-Resilient-Infrastructure-in-a-Changing-Climate.pdf,2022,2026,2024,Roadmap for Resilient Infrastructure in a Changing Climate,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,gca_org_Roadmap_for_Resilient_Infrastructure_in_a_Changing.txt,True,False,False,,61.0,0.0,climate resilience roadmap / adaptation strategy,developed,national,"The document provides a comprehensive roadmap for resilient infrastructure in Ghana, including prioritized adaptation options and a detailed assessment of climate risks to infrastructure systems in the energy, water, and transport sectors.","Although UNEP is mentioned as a partner in the development of the roadmap, there is no explicit evidence that UNEP directly supported the adoption, approval, enactment, or implementation of the climate policy or legal framework in Ghana.","[""This report is the culmination of a 21-month partnership between the Government of Ghana (MESTI), the Global Center for Adaptation (GCA), the University of Oxford, the United Nations Office for Project Services (UNOPS) and the United Nations Environment Programme (UNEP) to identify and propose solutions to address priority adaptation needs in Ghana."", ""The proposed 35 prioritised adaptation options provide opportunities for funders and investors to invest in Ghana’s future, offering impactful, evidence-based adaptation projects and enabling environment interventions backed by robust research and analysis.""]"
Ghana,2022-2026,https://globalabc.org/sites/default/files/2024-11/Climate%20Action%20Roadmap_GHANA.pdf,2022,2026,2024,Climate Action Roadmaps For Buildings and Construction ...,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,globalabc_org_Climate_Action_Roadmaps_For_Buildings_and_Construc.txt,True,False,False,,81.0,0.0,climate action roadmap,developed,national,"The document provides a comprehensive climate action roadmap for Ghana's building and construction sector, aligning with the country's NDC and Paris Agreement commitments. It outlines specific actions, timelines, and responsible actors for reducing emissions and promoting climate resilience in the sector.","Although UNEP is mentioned as a contributor to the report and the project, there is no explicit link between UNEP and the adoption, approval, enactment, or implementation of the climate policy or legal framework in Ghana.","[""The Climate Action Roadmap for Buildings and Construction aims to support the Government of Ghana and its stakeholders to transform the industry towards lower emissions, efficient, and resilient built environment to support the country’s commitment, through the Nationally Determined Contributions (NDC), under the Paris Agreement"", ""Ghana’s updated Nationally Determined Contribution (NDC) under the Paris Agreement (2020 to 2030) covers 19 policy areas, translating into 47 adaptation and mitigation programmes of action"", ""The roadmap provides a holistic approach to transform the sector by covering four main cross-cutting objectives: zero operational and embodied emissions, inclusion and well-being, and resiliency across five action areas of the built environment""]"
Ghana,2022-2026,https://igad.int/wp-content/uploads/2023/12/IGAD-Climate-Adaptation-Strategy-2023-2030-.pdf,2022,2026,2024,THE IGAD CLIMATE ADAPTATION STRATEGY (2023-2030),UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,igad_int_THE_IGAD_CLIMATE_ADAPTATION_STRATEGY_2023_2030_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://meccnar.gov.gm/sites/default/files/2022-11/Long%20Term%20Climate%20Change%20Strategy%20of%20The%20Gambia%20Final.pdf,2022,2026,2024,"Government of The Gambia Ministry of Environment, ...",UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,meccnar_gov_gm_Government_of_The_Gambia_Ministry_of_Environment_.txt,False,False,False,,0.0,0.0,none,none,unclear,The document is not about Ghana and not about 2022–2026.,The document is not about Ghana and not about 2022–2026.,[]
Ghana,2022-2026,https://ndpc.gov.gh/media/2025_VNR_Report.pdf,2022,2026,2024,2025_VNR_Report.pdf,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,ndpc_gov_gh_2025_VNR_Report_pdf.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.",There is no explicit link between UNEP and any climate-related policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://oceanpanel.org/wp-content/uploads/2023/06/23_REP_HLP_Blue-Carbon-Handbook_low-res.pdf,2022,2026,2024,THE BLUE CARBON HANDBOOK,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://oceanpanel.org/wp-content/uploads/2023/06/Ocean_Panel_Blue_Carbon_Handbook-1.pdf,2022,2026,2024,THE BLUE CARBON HANDBOOK,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://onlinelibrary.wiley.com/doi/full/10.1002/sd.3113,2022,2026,2024,Resilience in the face of ecological challenges: Strategies ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,onlinelibrary_wiley_com_Resilience_in_the_face_of_ecological_challenges_St.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://sigraghana.org/wp-content/uploads/2025/07/MMDA-Climate-Change-ToolKit.pdf,2022,2026,2024,Toolkit for Integrating Climate Change into Mid-Term ... - SIGRA,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,sigraghana_org_Toolkit_for_Integrating_Climate_Change_into_Mid_Te.txt,True,False,False,,80.0,0.0,climate change adaptation strategy / policy / legal framework,developed / implemented,national,"The document provides detailed information on Ghana's climate change policies and strategies, including the National Climate Change Policy (NCCP), National Climate Change Adaptation Strategy (NCCAS), National Adaptation Plan (NAP), and Updated Nationally Determined Contributions (NDC). These frameworks guide climate adaptation planning at the district level, ensuring alignment with national objectives.",There is no explicit mention of UNEP's role in supporting the development or implementation of Ghana's climate change policies and strategies.,"[""Ghana’s National Adaptation Plan (NAP) provides a strategic framework for enhancing climate resilience, particularly at the district level, where climate adaptation actions have the most direct impact."", ""The National Climate Change Policy (NCCP) provides strategic direction and coordinates Ghana’s response to climate change by mainstreaming adaptation and mitigation efforts across all sectors and governance levels."", ""The toolkit for integrating climate change adaptation into Medium-Term Development Planning in Ghana has been designed to provide practical guidance, structured frameworks, and actionable strategies for MMDAs to mainstream climate adaptation into their 2026–2029 Medium-Term Development Plans (MTDPs).""]"
Ghana,2022-2026,https://ugspace.ug.edu.gh/server/api/core/bitstreams/801e4071-fcd6-46e2-b8a0-f0a5e53911ea/content,2022,2026,2024,An examination of national climate policy integration at the ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,ugspace_ug_edu_gh_An_examination_of_national_climate_policy_integrat.txt,True,False,False,,61.0,0.0,climate change adaptation strategy / policy,implemented,national,"The document discusses climate change adaptation strategies in Ghana, specifically the National Climate Change Policy Framework (NCCPF) and the integration of climate change adaptation into local development policies.",There is no explicit mention of UNEP's role in supporting or enabling the climate change adaptation strategies in Ghana.,"[""The aim of the NCCPF is to ensure coherence and synergies across all sectors and the eventual integration of adaptation to climate change into the main planning processes at national, regional and district levels"", ""Ghana has also made significance progress in its attempt to tackle climate change"", ""The study findings revealed that climate policy integration at the study districts was done as a compliance measure rather than a response to real needs of the districts""]"
Ghana,2022-2026,https://um.dk/media/lzzo5ww5/unep-2022-2025.pdf,2022,2026,2024,Danish Organisation Strategy for United Nations ...,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,um_dk_Danish_Organisation_Strategy_for_United_Nations_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Ghana during 2022-2026.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://um.dk/media/milfsm3b/icmpd-strengthening-mobility-in-west-africa-smiwa-2023-2028.pdf,2022,2026,2024,icmpd-strengthening-mobility-in-west-africa-smiwa-2023- ...,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,um_dk_icmpd_strengthening_mobility_in_west_africa_smiwa_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana for 2022-2026.",[]
